voltage_v,current_a,wire_feed_speed_mm_s,material_temp_c,ambient_temp_c,travel_speed_mm_s,torch_angle_deg,ctwd_mm,gas_flow_l_min,co2_pct,thickness_mm,steel_type,rust_level,surface_grease,wire_diameter_mm,roller_wear_pct,arc_stability_rms,weld_penetration_pct
24.24,148.87,79.1,28.74,20.31,11.79,60.0,16.99,10.79,10.91,1.38,0,0.91,0.96,0.84,47.93,1.06,41.75
29.33,158.7,91.22,50.0,19.85,8.68,60.0,17.23,13.87,15.15,1.45,2,3.0,2.3,0.84,10.77,0.67,43.62
29.65,175.95,80.86,47.45,22.8,8.11,60.0,18.54,11.46,9.3,1.84,0,3.0,3.0,0.8,30.27,1.06,43.18
19.35,164.8,80.62,45.96,38.4,8.87,60.0,18.09,16.43,22.0,2.26,0,3.0,1.65,0.8,28.24,0.48,35.7
21.58,180.41,100.09,36.92,32.55,9.24,60.0,18.35,14.18,11.8,2.27,1,3.0,0.0,0.99,44.55,0.33,53.52
23.24,134.53,86.71,33.93,22.51,6.44,60.0,17.1,10.15,16.98,2.86,0,3.0,0.71,1.15,62.09,0.88,32.42
27.32,210.42,100.92,50.0,30.67,10.14,60.0,20.97,18.09,21.1,2.06,1,0.07,3.0,1.02,32.95,0.14,70.94
24.59,149.71,146.85,34.29,29.23,6.76,60.0,18.43,12.89,17.91,2.02,0,3.0,3.0,0.8,22.33,0.27,64.79
23.29,134.32,88.93,32.2,25.39,6.69,60.0,14.5,13.33,13.72,2.92,1,3.0,2.8,0.82,18.29,0.73,43.45
22.9,166.48,103.93,39.61,38.14,6.3,60.0,18.69,14.71,25.0,4.23,1,3.0,0.62,1.02,51.52,0.88,57.9
22.65,162.46,81.66,34.97,30.86,9.07,60.0,15.39,12.06,17.72,3.01,0,3.0,1.96,1.0,7.68,0.9,38.48
23.75,161.35,68.28,42.11,21.31,9.42,60.0,10.19,16.94,13.68,1.9,0,3.0,3.0,0.78,12.87,1.06,41.61
21.52,181.0,80.79,22.49,20.86,9.03,60.0,13.91,16.14,10.25,1.84,0,3.0,3.0,1.2,44.06,1.12,44.84
29.77,250.59,89.53,21.47,27.37,7.07,60.0,16.1,15.49,25.0,2.69,0,2.18,3.0,0.81,13.71,0.7,87.68
28.53,208.84,92.78,38.11,25.24,9.84,60.0,19.68,14.12,24.98,2.66,1,3.0,3.0,1.02,38.67,0.38,65.32
21.81,132.13,50.0,21.22,18.54,6.52,60.0,18.38,16.06,17.93,3.04,0,3.0,3.0,0.76,15.86,0.59,22.94
22.15,133.46,89.05,49.23,29.07,9.81,60.0,15.43,12.33,17.66,4.01,2,3.0,1.13,0.76,12.56,0.95,44.98
23.54,146.15,107.59,23.64,20.76,6.82,60.0,10.92,19.17,22.12,4.07,1,3.0,3.0,0.8,45.83,0.67,52.97
19.72,122.36,90.97,50.0,26.24,7.35,60.0,19.61,12.57,24.17,4.15,1,3.0,3.0,0.75,32.43,0.95,26.71
22.17,137.15,78.12,33.66,26.5,7.6,60.0,10.0,14.22,15.02,1.94,0,2.26,3.0,0.96,25.94,0.84,37.06
22.09,180.18,89.03,27.94,24.93,10.12,60.0,10.77,19.84,15.6,1.43,2,1.64,3.0,1.04,22.72,0.42,48.72
21.36,172.14,66.65,44.5,24.06,5.85,60.0,15.34,15.3,19.61,2.04,2,3.0,3.0,1.03,28.76,0.76,33.03
21.67,165.86,104.1,33.01,23.43,9.66,60.0,17.9,19.39,11.65,2.35,0,1.29,3.0,0.79,8.26,1.13,59.32
22.3,133.73,51.19,44.69,27.98,7.5,60.0,14.23,16.26,22.05,2.08,2,3.0,2.81,0.8,36.36,1.54,19.79
24.63,166.85,116.62,35.91,33.33,8.44,60.0,17.57,20.12,5.0,2.17,1,3.0,3.0,0.78,69.74,1.0,54.23
28.1,172.25,50.58,22.8,22.87,5.98,60.0,15.24,17.34,23.19,3.1,0,3.0,3.0,0.83,50.1,0.77,36.33
23.4,123.81,100.67,39.21,26.5,8.52,60.0,14.42,16.02,24.78,2.64,2,3.0,3.0,1.02,23.51,0.88,36.85
21.89,137.43,85.09,34.6,29.38,8.48,60.0,15.33,12.1,15.94,1.98,0,3.0,2.71,0.79,51.93,0.82,35.83
23.46,176.9,101.73,39.05,31.63,9.01,60.0,17.67,20.22,22.29,4.03,0,3.0,3.0,1.0,53.97,0.74,44.8
29.34,226.66,83.45,43.53,20.85,9.77,60.0,13.06,15.1,18.24,2.51,0,3.0,3.0,1.0,15.04,0.89,57.81
22.67,148.14,65.4,40.04,26.6,10.27,60.0,15.76,16.27,13.67,1.91,2,2.24,3.0,1.2,46.47,0.39,35.5
21.76,98.62,54.7,39.41,35.79,11.83,60.0,16.37,17.42,16.12,3.95,0,3.0,3.0,1.0,32.07,1.48,22.3
26.15,167.7,105.21,50.0,27.02,8.5,60.0,14.66,16.52,18.37,2.5,2,3.0,2.68,1.2,10.81,1.02,59.67
31.45,172.89,110.17,27.72,24.12,10.82,60.0,16.8,19.43,18.12,1.98,0,3.0,3.0,1.0,40.46,0.81,57.87
25.11,180.86,105.9,45.49,23.49,6.94,60.0,19.51,17.86,16.15,3.95,2,3.0,3.0,1.04,54.0,0.62,60.66
26.47,153.49,94.01,47.54,32.37,6.35,60.0,16.86,18.67,20.77,3.37,0,2.9,3.0,0.77,38.65,0.64,63.12
26.66,205.03,50.0,48.77,20.57,5.99,60.0,14.6,14.46,20.23,3.01,2,3.0,0.82,1.01,33.93,0.82,40.06
27.16,241.88,90.8,29.98,28.67,7.96,60.0,18.55,10.0,13.9,3.09,0,3.0,3.0,0.83,11.99,0.8,69.27
30.53,195.15,123.78,35.89,22.46,5.86,60.0,16.14,20.6,16.7,1.45,1,2.48,3.0,1.18,51.41,0.55,78.91
24.84,142.81,74.38,36.14,26.24,3.06,60.0,14.02,10.49,21.3,3.1,0,3.0,3.0,0.99,2.78,0.63,29.85
21.19,148.98,59.19,33.94,15.03,7.51,60.0,17.08,16.39,25.0,2.18,0,1.9,3.0,0.78,8.22,1.44,31.98
26.4,136.62,95.22,37.49,22.36,8.27,60.0,20.56,17.2,19.32,2.52,2,3.0,3.0,0.96,56.03,0.66,25.71
20.81,181.36,63.89,47.31,32.65,4.53,60.0,10.57,20.81,15.82,1.92,1,3.0,3.0,0.82,9.57,1.23,40.31
19.28,187.17,94.91,50.0,25.63,5.56,60.0,17.57,15.36,14.43,2.43,0,3.0,0.13,1.0,19.78,0.73,49.39
27.17,191.6,148.82,31.27,21.8,3.14,60.0,16.89,19.27,17.9,2.98,1,3.0,3.0,1.16,38.65,1.16,73.3
22.82,142.06,78.3,38.09,26.59,6.03,60.0,14.55,19.51,14.48,2.41,1,1.28,1.77,0.8,44.14,0.69,40.31
25.53,229.11,80.23,24.0,17.2,13.14,60.0,12.36,17.57,12.82,2.88,1,3.0,3.0,1.03,49.36,1.01,59.38
20.42,144.68,95.14,31.44,30.4,7.24,60.0,10.0,21.33,25.0,1.73,0,3.0,1.43,0.99,44.99,0.58,38.7
26.8,242.72,51.06,32.5,32.21,7.19,60.0,13.07,20.61,20.81,2.03,0,0.0,0.76,0.8,53.75,0.77,66.06
21.63,162.78,92.85,19.81,26.83,7.47,60.0,15.97,12.13,14.1,3.05,0,3.0,0.0,0.84,0.0,0.89,50.19
21.92,158.41,86.16,40.55,25.86,3.91,60.0,20.42,13.65,16.17,3.98,0,1.65,3.0,0.77,3.22,0.95,42.44
24.16,197.66,89.17,37.89,13.4,4.8,60.0,10.94,17.31,14.5,2.42,1,3.0,0.26,0.98,38.59,0.82,65.46
22.61,175.24,104.32,31.77,35.12,6.1,60.0,12.71,20.55,25.0,1.56,0,3.0,0.71,1.07,4.14,1.1,55.4
23.48,148.88,50.0,31.21,30.75,7.1,60.0,16.32,10.0,12.0,2.41,0,3.0,3.0,0.8,13.22,0.48,13.92
23.87,170.62,89.16,50.0,18.09,5.25,60.0,15.95,14.09,21.45,3.08,0,3.0,0.75,0.77,47.91,0.94,52.32
25.35,181.62,86.89,41.65,26.44,6.9,60.0,12.39,21.94,5.0,2.66,0,3.0,3.0,1.23,16.32,0.38,47.31
19.76,117.33,50.0,40.43,16.59,9.07,60.0,18.96,16.77,24.56,4.14,1,3.0,3.0,0.99,47.6,1.1,14.04
24.2,199.44,95.93,24.07,23.26,9.12,60.0,22.93,20.59,16.99,2.14,0,2.89,1.2,0.82,34.12,0.35,75.86
18.28,132.5,120.64,41.43,32.86,10.89,60.0,14.58,17.25,23.7,2.61,2,3.0,3.0,1.03,3.29,0.84,42.49
22.37,139.83,89.23,40.09,33.59,5.48,60.0,14.46,13.61,19.0,3.03,0,3.0,3.0,0.79,9.74,0.5,30.93
26.56,161.13,66.08,18.64,25.36,8.18,60.0,15.12,17.63,16.19,2.95,2,3.0,2.09,0.81,47.96,0.96,32.6
26.87,208.8,66.6,42.98,26.5,8.43,60.0,16.36,17.87,11.27,2.85,1,3.0,3.0,0.81,0.04,0.88,52.46
28.5,214.16,77.88,19.23,29.33,10.36,60.0,17.49,22.44,17.34,2.54,1,3.0,3.0,1.15,10.9,1.04,59.43
22.67,187.48,57.87,43.13,27.54,8.04,60.0,17.15,19.72,15.69,1.93,1,3.0,3.0,0.8,19.38,0.84,33.67
25.77,202.83,79.64,35.62,29.06,10.93,60.0,10.1,19.12,24.1,2.11,1,2.84,3.0,0.98,22.76,0.98,57.76
19.82,156.44,96.24,21.22,29.76,9.05,60.0,16.7,20.05,16.19,2.44,0,2.01,3.0,0.82,2.35,0.72,49.66
21.57,127.4,79.36,28.4,25.38,7.18,60.0,17.62,13.9,22.55,2.11,2,3.0,3.0,0.83,20.32,1.22,31.13
26.17,193.14,108.18,30.22,15.39,5.34,60.0,18.46,10.0,16.87,2.52,1,1.83,3.0,1.2,52.86,0.62,62.22
25.45,156.31,121.59,23.27,27.56,8.21,60.0,14.78,13.94,14.39,2.5,0,3.0,3.0,0.99,14.05,0.95,49.4
28.17,171.12,68.87,50.0,34.55,8.63,60.0,20.22,20.53,22.6,2.58,2,3.0,2.28,1.02,32.64,1.15,46.27
22.42,137.58,125.69,33.3,17.88,7.18,60.0,15.02,19.86,24.2,4.11,0,3.0,2.17,1.0,5.65,1.15,46.88
26.0,180.5,109.95,37.69,29.8,6.07,60.0,17.06,16.36,14.63,2.37,0,3.0,3.0,0.79,37.88,0.34,64.45
23.87,166.24,100.23,20.53,20.98,8.76,60.0,16.7,18.22,23.09,4.09,0,2.03,3.0,1.24,3.89,0.49,52.61
25.15,149.74,88.87,26.5,26.3,8.34,60.0,17.21,15.05,18.19,2.01,1,3.0,3.0,1.03,38.29,0.42,40.85
19.71,107.79,98.7,45.35,24.93,8.64,60.0,18.36,14.72,21.55,2.58,0,3.0,3.0,1.0,25.89,0.95,36.5
25.32,185.1,102.18,20.86,13.7,3.91,60.0,16.39,17.97,19.57,2.52,2,3.0,3.0,1.19,45.57,1.02,56.71
23.24,169.91,59.47,28.03,20.67,3.0,60.0,11.05,16.05,21.51,2.07,0,3.0,3.0,1.17,32.67,0.38,23.18
25.94,172.63,83.55,20.82,27.53,6.15,60.0,13.39,17.98,25.0,1.64,0,1.45,3.0,0.81,16.38,0.67,49.84
30.46,245.82,91.67,20.29,13.81,10.48,60.0,16.28,23.0,19.1,2.99,2,0.0,3.0,0.99,3.76,0.64,81.88
29.17,203.29,61.88,38.62,14.14,8.07,60.0,19.59,18.51,18.17,2.49,2,3.0,3.0,0.83,55.49,1.16,63.19
22.56,136.48,87.61,24.14,31.72,9.66,60.0,13.76,14.43,25.0,3.07,1,3.0,3.0,0.84,64.49,0.29,33.88
25.0,173.31,87.76,35.52,23.19,8.43,60.0,21.32,14.78,14.36,2.94,2,2.25,3.0,0.97,3.98,1.28,49.27
29.24,218.76,103.9,30.12,25.08,4.15,60.0,15.91,17.59,23.14,2.1,1,3.0,3.0,0.82,53.97,0.68,68.09
25.07,170.6,126.96,22.51,24.23,7.66,60.0,19.87,19.63,17.91,3.98,2,3.0,3.0,0.76,16.27,0.42,67.61
25.46,188.33,107.31,34.41,23.42,5.85,60.0,19.51,12.98,11.3,1.88,2,3.0,1.05,0.99,36.54,0.49,71.77
26.61,181.37,112.77,31.8,22.73,4.17,60.0,16.82,18.4,15.52,1.94,0,3.0,1.38,0.8,1.89,0.68,72.48
26.05,173.39,83.62,34.65,29.26,7.43,60.0,18.44,21.41,21.02,3.04,1,3.0,3.0,0.79,11.27,0.98,57.58
23.2,139.24,93.6,43.92,14.43,5.05,60.0,16.87,20.13,14.8,1.91,1,3.0,3.0,0.79,44.73,0.69,30.98
26.36,214.84,94.61,34.17,25.76,9.93,60.0,18.84,15.07,14.34,2.43,1,3.0,2.08,1.01,23.13,0.96,63.15
23.3,178.19,93.94,26.79,20.85,9.29,60.0,16.24,15.94,17.91,3.0,1,0.0,3.0,1.18,59.66,1.23,66.61
21.53,168.84,124.18,45.61,27.49,4.57,60.0,17.9,17.29,16.51,1.96,0,3.0,3.0,0.8,42.82,0.91,55.79
24.68,100.65,104.7,44.29,24.07,7.9,60.0,13.6,14.41,17.8,3.0,0,3.0,3.0,1.04,17.88,0.65,29.67
25.82,174.83,89.22,19.75,16.46,9.16,60.0,14.93,19.73,19.48,2.51,0,2.08,2.71,0.94,57.27,1.12,57.55
25.73,163.66,85.05,48.33,22.85,7.79,60.0,17.59,14.1,20.4,2.56,0,0.51,3.0,0.78,30.76,0.84,53.49
28.75,257.32,117.73,25.41,22.56,8.78,60.0,14.27,14.35,10.04,1.84,0,1.45,3.0,0.78,15.91,0.97,91.78
21.3,140.23,103.3,46.66,20.34,7.3,60.0,15.53,14.37,14.9,3.94,1,3.0,0.71,1.2,2.23,0.72,44.57
31.2,207.12,89.76,35.72,38.01,4.53,60.0,15.85,17.04,24.59,2.13,1,0.01,3.0,0.81,14.2,0.66,61.47
23.22,173.03,96.4,23.22,26.9,9.7,60.0,15.4,10.12,10.98,1.54,1,0.67,3.0,0.98,34.46,0.92,48.93
25.95,168.79,104.41,25.21,22.79,5.94,60.0,13.09,17.12,17.44,3.98,1,3.0,3.0,0.79,32.14,0.62,50.33
27.82,227.06,50.0,30.85,18.66,5.4,60.0,13.96,13.83,25.0,4.17,1,3.0,1.37,1.2,19.34,0.47,61.77
23.03,186.44,56.5,28.09,24.05,6.65,60.0,12.5,13.36,15.92,2.47,1,2.31,1.3,0.97,34.72,1.3,51.77
26.31,161.3,107.39,27.54,19.61,4.25,60.0,22.42,17.95,20.62,2.05,1,3.0,3.0,0.79,13.39,1.35,49.99
20.13,164.54,58.88,50.0,39.34,7.65,60.0,16.63,17.61,15.04,2.43,0,3.0,3.0,0.82,46.34,0.91,38.64
19.58,138.57,82.08,46.25,31.97,9.27,60.0,17.39,12.65,20.1,2.56,0,3.0,3.0,1.0,14.29,0.21,21.43
20.9,94.9,87.96,20.2,12.62,4.87,60.0,14.16,13.78,17.0,1.49,1,1.84,1.09,0.81,13.63,0.94,30.34
28.2,157.44,84.16,42.07,22.52,6.76,60.0,13.46,13.66,17.85,2.51,0,3.0,3.0,0.77,56.53,0.9,44.09
26.01,184.04,92.13,23.55,25.17,6.99,60.0,17.33,18.49,17.35,2.59,1,0.71,3.0,0.99,50.42,0.93,49.77
22.57,186.24,96.7,37.65,30.88,5.51,60.0,15.58,21.32,20.77,1.53,1,3.0,1.65,1.19,16.8,1.03,55.4
23.64,169.14,57.95,36.0,29.07,11.64,60.0,11.19,21.05,17.7,1.88,0,3.0,3.0,0.96,17.3,0.46,25.08
25.12,228.8,105.14,28.13,34.03,9.08,60.0,16.93,20.42,19.0,3.9,1,3.0,3.0,1.01,40.82,1.11,71.69
22.12,154.75,50.0,25.67,28.91,8.81,60.0,15.41,15.03,14.47,2.93,1,3.0,0.54,0.78,30.66,0.54,24.09
29.61,214.94,91.77,21.55,12.89,7.59,60.0,17.23,13.03,16.8,1.99,1,2.12,3.0,0.97,22.74,0.62,71.19
24.02,206.99,109.25,25.66,33.03,9.69,60.0,17.76,20.03,17.82,4.23,1,3.0,3.0,1.01,42.27,1.09,71.21
27.01,169.02,62.36,36.62,22.31,3.7,60.0,16.81,10.0,22.03,2.12,0,3.0,1.95,0.79,20.08,1.03,41.14
26.0,184.05,112.1,43.43,26.18,6.58,60.0,11.82,14.31,14.84,1.94,1,1.49,3.0,1.2,49.33,0.8,61.26
25.86,149.26,101.51,30.86,16.29,7.25,60.0,19.27,18.63,20.65,3.04,0,3.0,3.0,0.82,52.95,0.73,45.06
28.5,184.59,95.07,46.46,26.43,7.77,60.0,14.64,14.96,14.67,2.44,0,3.0,3.0,0.98,34.03,0.97,59.97
16.88,131.04,92.08,21.29,16.73,5.65,60.0,14.41,10.0,23.45,3.16,1,3.0,2.76,1.02,54.78,0.83,13.9
15.0,116.28,90.3,40.94,29.0,8.68,60.0,22.01,12.15,23.84,2.65,0,1.34,0.43,0.78,23.85,0.61,27.24
23.55,165.38,91.34,33.53,26.09,5.87,60.0,16.0,16.4,17.87,2.99,1,3.0,3.0,0.98,46.37,0.7,42.57
26.28,180.11,95.92,37.29,30.22,8.5,60.0,13.88,13.55,12.64,3.9,1,1.7,1.38,0.8,30.76,0.64,59.37
22.44,158.34,87.84,37.94,26.0,11.39,60.0,18.87,18.68,22.53,2.08,0,3.0,2.83,0.81,38.65,0.5,34.01
15.0,114.93,85.6,33.58,21.09,8.18,60.0,11.85,20.99,22.97,2.07,0,1.47,3.0,0.79,19.59,0.61,27.64
29.37,224.56,69.04,36.92,24.6,7.14,60.0,20.88,13.42,17.89,2.02,0,3.0,3.0,1.18,54.52,0.51,55.68
26.23,216.15,93.65,30.14,22.99,9.65,60.0,15.06,22.29,20.49,3.02,1,0.36,3.0,1.02,49.54,0.58,62.32
24.87,191.07,92.07,27.13,21.98,7.41,60.0,17.82,13.46,15.83,3.97,2,3.0,3.0,0.77,47.03,0.55,43.17
27.57,229.59,91.46,19.83,23.81,8.22,60.0,20.14,16.37,18.82,2.52,0,1.78,3.0,0.81,27.63,0.1,79.32
21.98,158.75,72.71,31.76,23.81,7.97,60.0,11.69,13.76,20.03,2.61,2,1.47,3.0,0.98,25.48,0.8,35.99
24.33,147.95,94.14,27.0,18.6,9.62,60.0,17.91,18.34,17.33,3.98,0,3.0,3.0,0.82,3.44,0.85,46.25
25.38,165.02,94.08,20.72,18.71,8.69,60.0,25.88,17.34,15.91,3.96,1,3.0,3.0,0.82,53.2,0.62,47.11
27.87,161.71,84.68,19.19,25.92,8.98,60.0,17.3,15.05,25.0,2.37,0,2.22,2.97,0.79,8.42,0.32,52.45
25.32,216.12,117.27,33.61,23.44,9.12,60.0,15.86,12.99,13.17,2.91,0,0.86,1.19,0.77,55.52,0.9,87.98
24.63,162.17,99.01,35.78,15.93,6.11,60.0,15.35,16.68,16.14,3.96,0,2.69,3.0,0.81,54.57,0.81,53.5
20.47,173.52,66.86,26.95,29.24,8.72,60.0,17.49,13.48,14.56,3.94,1,2.79,3.0,0.81,5.73,0.82,41.48
20.29,174.92,83.96,38.23,17.22,6.29,60.0,15.08,17.13,18.16,2.5,1,3.0,0.69,1.01,13.13,1.35,43.32
22.34,140.35,84.37,50.0,32.55,4.41,60.0,22.63,16.26,15.0,3.94,0,3.0,3.0,0.78,18.56,0.7,39.42
24.52,201.86,84.65,44.86,25.75,7.44,60.0,23.88,14.12,24.88,2.66,0,3.0,0.05,0.79,47.68,0.46,55.57
26.18,154.55,74.64,31.84,26.24,3.96,60.0,18.53,17.75,19.07,2.02,1,3.0,3.0,1.02,37.23,0.7,30.53
26.19,206.43,50.0,44.84,21.84,6.2,60.0,14.8,14.07,21.57,3.08,2,3.0,2.52,1.04,37.59,0.94,36.93
23.75,185.61,112.29,27.88,22.58,6.11,60.0,17.6,17.96,21.78,2.57,0,3.0,3.0,0.79,34.26,0.75,61.56
30.3,202.63,87.29,28.17,19.44,7.65,60.0,13.9,15.41,16.18,1.46,0,3.0,3.0,0.78,47.05,0.87,66.2
27.94,169.46,116.38,22.16,30.31,7.7,60.0,13.25,17.49,15.47,1.94,0,3.0,0.84,1.0,43.87,0.95,61.52
22.13,129.54,108.02,33.54,24.39,8.07,60.0,19.0,14.27,19.95,2.55,0,3.0,3.0,0.81,46.85,0.99,41.07
27.91,176.89,98.33,37.12,18.43,5.77,60.0,16.9,12.85,14.85,2.45,0,3.0,3.0,1.04,43.03,1.29,54.9
25.75,188.76,61.39,30.92,28.94,8.26,60.0,16.77,13.12,16.42,2.98,0,3.0,0.0,0.79,17.48,0.7,37.06
24.9,151.95,104.04,41.84,30.18,7.41,60.0,14.6,19.69,16.34,2.44,0,3.0,2.02,0.83,40.81,0.79,53.23
21.04,165.2,135.73,28.68,16.51,5.95,60.0,18.06,19.99,24.54,2.62,1,3.0,3.0,0.82,30.65,0.81,64.82
22.49,203.61,115.93,22.46,37.4,7.37,60.0,14.62,14.0,25.0,1.68,2,3.0,3.0,0.77,56.94,0.78,66.14
19.78,167.68,70.43,18.46,27.0,7.57,60.0,22.27,17.59,20.56,2.05,0,3.0,3.0,1.0,15.35,0.55,24.32
22.94,181.34,96.89,47.69,26.35,4.68,60.0,17.39,13.89,16.67,2.48,0,2.49,3.0,0.82,29.11,0.76,55.89
22.27,176.16,114.79,33.41,20.64,6.95,60.0,20.12,18.27,18.47,3.0,1,3.0,3.0,1.02,19.52,0.89,54.23
27.73,170.92,74.96,33.79,26.38,5.85,60.0,14.4,15.33,18.6,3.36,0,0.98,3.0,1.01,22.76,0.31,49.27
28.01,184.75,105.54,35.02,23.48,5.92,60.0,15.9,15.52,18.42,3.01,0,3.0,1.28,0.97,42.7,0.66,74.87
27.24,199.55,61.19,39.69,27.16,13.92,60.0,23.54,18.91,15.92,2.45,1,1.26,0.49,0.97,54.29,0.89,65.06
26.52,217.32,116.19,43.39,25.03,7.74,60.0,19.72,10.93,20.24,2.58,0,3.0,2.98,0.8,45.45,0.6,76.77
23.86,203.43,89.49,33.94,18.92,7.78,60.0,16.68,10.61,14.03,2.95,2,0.65,3.0,1.01,2.82,1.07,46.73
20.29,125.19,76.56,26.02,18.49,6.92,60.0,17.49,10.0,13.29,1.94,2,3.0,0.0,0.84,50.55,0.82,26.2
18.17,147.03,100.5,20.64,22.44,11.93,60.0,21.1,18.96,24.24,4.12,0,3.0,3.0,1.02,37.62,1.15,31.26
25.86,209.28,72.64,37.44,19.35,8.84,60.0,14.28,10.0,14.58,2.46,0,3.0,2.97,0.82,27.55,0.39,56.78
25.38,200.69,108.03,43.88,20.41,9.41,60.0,14.96,15.92,16.5,4.44,1,1.64,3.0,1.21,44.1,0.49,79.82
25.45,163.47,104.72,37.86,24.89,10.3,60.0,12.4,16.64,17.88,3.99,0,3.0,1.7,0.81,15.34,0.88,54.71
24.26,147.52,99.47,35.87,18.53,9.42,60.0,16.11,17.26,22.62,1.59,2,0.11,3.0,1.01,51.13,0.31,55.76
23.52,157.71,77.3,27.75,26.84,5.6,60.0,14.84,17.71,17.28,1.97,0,3.0,3.0,0.79,53.33,0.21,44.53
22.32,148.85,60.42,30.56,27.65,10.14,60.0,19.42,15.05,17.29,2.49,1,2.29,3.0,0.79,55.36,0.53,33.7
24.03,180.04,92.54,24.21,26.4,10.2,60.0,13.02,17.15,23.01,4.1,0,1.06,3.0,0.8,57.26,1.16,61.18
21.03,131.58,99.58,40.62,32.86,9.88,60.0,14.35,11.8,15.69,2.97,1,3.0,3.0,0.83,43.38,1.19,38.34
21.61,181.83,67.67,29.71,22.45,8.68,60.0,16.13,14.33,18.58,2.52,1,3.0,1.84,0.79,3.46,0.79,37.39
23.62,166.37,70.9,28.87,17.53,7.53,60.0,17.55,13.67,14.51,1.94,1,0.99,3.0,1.22,33.51,1.19,38.33
22.1,194.29,101.94,33.14,32.81,6.44,60.0,13.29,19.67,25.0,1.65,0,3.0,2.1,0.97,0.57,1.27,56.69
22.39,165.66,91.91,50.0,28.45,8.56,60.0,13.27,13.61,8.67,2.32,0,3.0,2.91,0.97,54.29,1.14,42.72
30.48,187.19,78.94,38.27,27.37,8.48,60.0,14.14,18.37,18.13,2.49,1,3.0,3.0,1.04,23.33,0.34,60.93
26.23,156.8,57.09,23.27,28.05,9.22,60.0,15.36,18.15,18.9,4.01,0,3.0,3.0,0.96,49.18,0.77,42.72
29.44,225.16,105.26,32.8,25.79,7.65,60.0,17.66,18.93,24.85,4.13,0,3.0,3.0,0.82,25.03,1.06,78.79
22.32,111.75,118.38,40.98,23.44,9.79,60.0,19.54,19.55,20.55,2.54,1,3.0,0.67,1.01,20.84,0.85,39.44
27.79,199.43,53.06,44.33,25.03,6.04,60.0,17.42,16.37,17.06,1.48,1,3.0,0.61,1.25,36.99,0.87,56.91
19.79,120.71,92.72,29.25,21.05,6.76,60.0,13.87,15.93,22.34,3.09,1,3.0,3.0,0.97,39.55,0.48,27.68
24.54,184.32,115.33,27.63,15.63,9.33,60.0,18.77,17.79,16.66,1.47,1,3.0,0.88,0.82,36.12,0.9,61.57
24.37,133.35,105.71,27.18,39.26,11.41,60.0,14.17,16.32,22.65,2.59,0,3.0,3.0,0.98,1.24,0.43,33.99
26.38,208.47,86.36,48.79,23.77,10.09,60.0,18.23,18.36,11.27,3.85,0,3.0,3.0,1.23,59.38,1.01,65.02
25.19,239.2,137.55,44.03,34.78,7.42,60.0,10.76,13.74,25.0,1.95,1,3.0,3.0,1.01,62.64,1.01,83.34
26.62,199.44,94.56,19.94,27.09,10.59,60.0,14.04,10.0,24.66,1.67,0,3.0,2.22,0.8,39.64,0.85,61.44
27.18,212.19,100.57,20.78,21.39,7.26,60.0,17.76,16.29,18.21,1.5,1,3.0,3.0,1.22,19.43,0.5,55.89
25.3,218.34,106.62,21.11,21.84,10.02,60.0,22.94,19.0,22.18,3.08,1,3.0,3.0,0.84,44.06,0.38,67.23
23.76,177.57,71.34,28.82,25.98,10.15,60.0,20.42,19.11,18.82,3.0,2,3.0,2.56,0.78,32.59,1.37,46.48
17.79,121.92,61.8,36.03,24.53,6.32,60.0,18.66,21.15,24.72,2.61,0,3.0,3.0,0.83,58.03,0.58,8.42
21.31,180.38,75.9,26.98,19.58,6.69,60.0,16.62,19.36,15.4,2.09,2,3.0,1.83,0.8,32.84,0.85,39.63
24.72,155.15,76.73,40.28,31.78,11.23,60.0,14.92,17.26,12.13,2.87,0,1.9,3.0,0.82,10.84,0.64,43.29
19.56,114.15,75.78,30.02,16.61,6.32,60.0,17.41,10.0,11.9,1.91,2,3.0,0.24,0.79,52.93,0.95,23.58
26.57,167.81,62.74,42.55,21.75,8.84,60.0,20.02,23.92,22.47,4.05,2,3.0,0.4,1.21,41.67,1.02,55.69
22.75,206.47,79.18,50.0,25.22,9.13,60.0,22.09,19.19,15.36,1.93,1,3.0,3.0,0.8,39.54,0.26,57.04
27.99,212.98,91.68,27.91,22.42,7.28,60.0,16.27,16.62,11.15,1.35,1,3.0,3.0,1.0,42.14,1.04,64.34
28.26,193.83,58.1,44.94,27.6,7.42,60.0,16.07,18.33,18.73,2.5,1,3.0,3.0,1.19,26.74,1.0,46.34
26.87,228.03,65.97,25.83,27.14,10.14,60.0,16.93,15.6,6.47,2.76,0,3.0,0.5,0.76,31.29,0.9,64.72
29.49,221.05,109.45,29.46,22.83,5.45,60.0,10.46,21.36,18.66,2.48,2,3.0,3.0,0.82,32.17,0.99,66.13
26.64,193.03,90.69,20.39,19.92,9.74,60.0,15.07,15.5,15.57,3.95,0,3.0,3.0,1.02,7.18,1.12,54.03
28.36,182.12,57.42,46.72,21.28,6.06,60.0,18.39,21.42,23.88,1.6,0,3.0,3.0,0.79,16.14,0.55,32.48
22.41,165.53,101.55,50.0,26.96,6.01,60.0,15.34,11.7,13.1,2.42,0,3.0,3.0,0.99,21.57,0.74,37.78
