vibration_rms_mm_s,vibration_hf_g,bearing_temp_c,motor_current_a,voltage_v,power_factor_pct,speed_rpm,lube_flow_l_min,lube_pressure_bar,internal_humidity_pct,op_status
1.153,0.24,61.627,21.077,464.38,95.577,1508.135,32.016,3.743,25.317,Normal
5.613,2.682,97.601,23.683,456.671,88.17,1533.248,20.902,1.239,37.849,Critical
2.896,1.222,85.403,23.003,462.212,91.684,1546.147,26.229,2.906,24.76,Alert
2.605,0.592,65.215,13.587,460.046,95.149,1518.216,39.722,3.668,28.76,Normal
2.148,0.236,61.48,13.428,452.293,95.518,1425.649,30.533,3.629,21.815,Normal
2.318,0.488,69.978,19.477,453.417,93.578,1524.126,32.898,4.039,23.527,Normal
2.803,0.366,62.799,16.279,463.254,94.459,1462.217,39.962,3.68,24.811,Normal
1.402,0.592,69.963,14.104,459.294,94.141,1394.567,30.161,3.807,34.914,Normal
7.129,2.656,107.101,29.459,459.194,83.605,1446.594,32.653,1.708,26.41,Critical
1.906,0.469,69.06,14.548,467.906,97.518,1474.66,37.375,3.716,30.039,Normal
6.236,2.475,99.098,30.382,446.533,82.41,1438.907,25.34,1.502,48.893,Critical
1.511,0.39,64.759,17.359,459.821,95.396,1435.736,39.213,3.929,24.317,Normal
1.864,0.471,66.724,16.044,457.654,92.901,1477.849,38.792,3.89,32.226,Normal
1.548,0.2,63.282,15.448,468.611,93.654,1462.154,36.596,3.404,22.816,Normal
3.002,0.802,76.42,25.64,464.141,86.39,1444.505,24.159,2.515,30.815,Alert
4.131,1.191,75.169,18.181,463.46,96.15,1424.737,37.155,3.32,28.741,Alert
2.014,0.343,74.076,17.006,458.359,94.32,1513.017,30.458,2.942,21.699,Normal
4.862,1.896,86.361,39.728,447.795,87.57,1512.408,28.991,2.708,28.868,Critical
2.051,0.59,64.027,17.345,461.65,96.864,1496.898,34.448,3.043,20.64,Normal
4.404,0.772,76.752,20.247,464.927,94.805,1377.044,29.81,3.461,27.468,Alert
4.627,1.174,72.208,26.884,460.168,97.09,1390.74,30.454,3.876,25.807,Alert
4.383,1.047,79.054,20.477,470.801,94.129,1441.847,24.114,2.644,31.512,Alert
2.139,0.222,62.473,12.555,455.287,95.581,1458.849,34.685,3.742,23.851,Normal
2.707,0.761,84.304,21.964,451.415,90.83,1448.181,32.185,2.735,22.433,Alert
3.72,1.168,85.367,21.908,466.682,98.544,1473.023,32.935,2.95,28.01,Alert
2.584,0.587,63.949,15.617,458.602,97.36,1537.558,39.638,3.748,18.865,Normal
3.659,0.915,82.644,23.877,452.626,84.477,1421.077,38.67,3.633,29.445,Alert
3.388,0.84,71.79,24.945,465.181,92.495,1429.765,35.271,3.922,27.462,Alert
1.745,0.272,71.948,21.234,451.275,93.196,1469.626,32.069,3.907,21.189,Normal
2.62,0.165,70.123,19.82,456.513,96.334,1471.772,37.932,3.975,17.94,Normal
3.947,0.863,79.719,24.44,461.477,92.998,1488.282,28.247,2.786,20.646,Alert
2.39,0.426,64.144,16.189,464.328,97.351,1472.546,34.207,3.761,19.736,Normal
3.302,1.223,81.015,30.998,460.721,90.567,1475.947,28.348,2.823,35.075,Alert
4.586,1.002,85.16,24.747,459.706,98.697,1416.997,29.849,2.473,33.173,Alert
1.783,0.066,62.275,15.761,457.365,95.748,1514.362,36.614,3.919,26.018,Normal
6.014,1.731,101.693,31.069,465.679,85.934,1423.915,16.259,2.25,34.702,Critical
6.469,2.034,99.109,25.997,452.429,86.868,1463.677,14.792,1.971,37.145,Critical
4.381,1.184,82.507,24.79,462.3,94.616,1513.169,28.453,3.278,24.704,Alert
7.145,2.293,94.044,36.052,462.148,84.743,1378.843,26.961,2.548,27.78,Critical
4.035,0.926,81.613,18.676,462.507,92.038,1507.63,29.085,2.433,25.924,Alert
2.206,0.461,68.495,19.434,461.635,92.295,1473.384,38.311,3.731,26.817,Normal
1.625,0.022,70.281,15.999,461.609,95.731,1478.242,35.272,3.354,25.221,Normal
2.128,0.43,58.039,14.992,464.377,97.123,1432.535,37.418,3.728,28.702,Normal
4.098,0.781,74.154,16.673,453.493,91.926,1450.514,29.392,3.195,26.334,Alert
1.711,0.261,55.155,15.562,464.388,97.453,1456.421,36.236,3.578,25.711,Normal
1.945,0.46,61.279,16.783,458.937,92.824,1467.448,28.562,4.326,20.629,Normal
3.928,1.404,80.819,18.936,452.811,96.985,1448.032,26.344,3.609,34.118,Alert
3.835,1.179,80.536,25.427,458.289,92.4,1434.301,35.007,2.855,36.115,Alert
2.226,0.319,60.852,19.075,451.812,96.539,1441.709,41.177,3.452,30.105,Normal
1.642,0.294,50.893,21.411,462.691,93.779,1445.648,33.435,3.932,16.144,Normal
2.632,0.432,67.056,15.643,458.174,96.514,1430.658,39.461,3.677,28.453,Normal
5.287,1.544,91.822,33.367,463.392,86.04,1427.159,21.745,2.101,25.135,Critical
1.951,0.362,61.471,16.813,461.558,97.224,1503.262,32.961,3.608,27.532,Normal
4.628,0.761,79.84,23.539,457.93,94.143,1506.68,29.35,2.869,37.005,Alert
2.664,0.358,67.199,16.256,460.98,96.664,1500.992,37.356,3.575,22.776,Normal
7.164,1.921,89.093,36.517,453.012,80.166,1361.822,30.014,2.069,30.24,Critical
2.768,0.731,81.312,28.334,458.513,93.573,1520.494,33.15,3.06,22.007,Alert
4.193,1.099,72.953,15.194,457.501,87.327,1447.131,29.643,2.924,36.664,Alert
1.9,0.357,66.345,20.066,460.814,95.333,1484.042,31.478,2.898,26.988,Normal
3.173,1.007,77.544,20.217,455.326,91.207,1484.467,24.738,2.592,28.511,Alert
2.994,1.068,79.808,18.357,467.976,98.524,1475.342,39.61,3.358,26.572,Alert
4.499,0.94,76.756,27.277,457.032,94.649,1493.049,30.266,2.722,27.1,Alert
2.761,0.375,63.763,16.153,455.281,94.063,1469.589,33.46,3.479,34.893,Normal
2.027,0.519,65.924,17.621,462.855,95.277,1454.46,32.501,2.97,35.679,Normal
1.642,0.306,62.053,15.906,467.935,97.649,1441.165,37.015,4.059,18.183,Normal
4.73,2.1,92.811,22.107,463.296,89.685,1423.26,29.429,1.294,21.422,Critical
1.374,0.405,67.499,15.715,454.828,97.41,1449.787,33.093,3.988,25.196,Normal
2.344,0.426,63.149,16.348,461.845,98.715,1468.528,37.614,3.802,25.582,Normal
2.676,0.372,67.872,17.673,463.607,90.991,1492.375,32.636,3.352,34.664,Normal
1.565,0.075,62.277,19.024,467.078,97.137,1512.56,36.241,3.102,24.132,Normal
2.002,0.341,61.058,13.817,459.526,92.346,1483.347,35.724,3.774,22.417,Normal
2.992,0.886,83.454,24.434,460.146,86.045,1431.479,31.84,2.745,28.246,Alert
3.86,0.947,73.767,21.245,460.16,89.211,1501.855,34.125,2.96,30.295,Alert
7.487,2.343,80.451,25.978,466.644,86.419,1397.339,20.947,2.384,35.255,Critical
1.767,0.271,62.038,15.867,452.36,97.517,1484.5,37.812,4.356,21.29,Normal
5.129,1.97,106.755,34.214,465.808,86.305,1462.349,29.119,2.941,18.156,Critical
1.092,0.123,64.521,14.146,464.889,94.832,1478.234,34.48,3.86,28.796,Normal
2.877,0.545,57.626,17.863,456.595,95.508,1497.862,34.367,3.774,27.681,Normal
2.146,0.33,68.262,16.512,458.35,96.017,1467.93,33.554,3.489,32.107,Normal
1.997,0.718,57.885,15.089,449.949,96.175,1487.297,40.288,3.865,29.879,Normal
1.611,0.162,61.571,15.789,472.801,97.684,1509.19,36.182,3.322,26.511,Normal
5.847,2.507,95.46,29.491,449.792,87.529,1410.905,21.02,1.551,23.622,Critical
2.163,0.486,64.901,19.247,460.705,97.916,1481.125,30.296,4.104,20.661,Normal
2.255,0.588,70.515,18.891,450.137,95.281,1511.793,35.407,4.208,29.836,Normal
1.177,0.216,59.527,15.349,454.819,92.21,1496.914,40.261,4.76,25.041,Normal
3.575,0.662,74.525,22.512,454.142,91.492,1400.38,25.422,3.061,30.687,Alert
6.42,2.097,85.342,25.51,455.617,79.731,1414.225,27.391,2.962,28.762,Critical
5.25,2.061,97.693,25.752,466.954,82.352,1379.959,26.63,1.787,34.327,Critical
1.239,0.555,62.948,16.427,461.219,96.612,1541.096,29.842,3.968,28.523,Normal
6.045,2.145,90.197,32.129,461.467,86.285,1404.903,22.532,0.673,32.299,Critical
1.914,0.534,63.547,18.739,464.481,94.558,1512.407,35.393,4.005,24.705,Normal
4.686,1.056,77.885,23.981,471.854,100.007,1489.29,28.382,3.306,32.744,Alert
2.3,0.485,63.144,18.966,468.546,99.413,1477.879,27.788,3.099,22.913,Normal
1.428,0.049,67.782,17.84,454.881,97.39,1529.797,37.516,4.035,22.314,Normal
4.015,0.988,75.434,20.22,474.626,91.771,1488.454,24.92,1.928,23.057,Alert
1.464,0.402,66.603,19.218,456.882,100.33,1439.707,32.411,3.663,35.11,Normal
1.875,0.574,65.409,18.212,468.175,92.846,1448.131,30.031,3.637,26.722,Normal
3.902,1.003,77.758,26.336,448.584,90.203,1455.476,23.952,3.315,19.085,Alert
1.257,0.494,67.178,17.443,455.394,95.256,1468.953,40.564,3.601,25.484,Normal
1.344,0.443,67.288,18.401,460.631,98.459,1507.408,33.092,3.502,20.9,Normal
2.127,0.166,62.013,16.877,454.623,94.58,1467.658,41.096,3.131,24.069,Normal
3.529,0.88,75.2,20.029,461.891,93.528,1408.92,29.429,2.699,24.265,Alert
1.91,0.499,66.702,14.593,464.71,96.644,1457.228,35.104,3.996,24.279,Normal
0.972,0.479,67.032,16.675,462.752,93.35,1482.674,37.417,2.677,22.932,Normal
2.077,0.507,61.033,16.414,459.301,93.4,1472.743,27.988,4.022,19.571,Normal
2.41,0.104,60.093,19.0,456.245,94.705,1520.105,34.356,3.511,21.013,Normal
1.534,0.383,64.368,13.46,454.596,96.958,1540.568,36.098,4.059,24.301,Normal
2.373,0.409,60.412,14.425,450.732,94.772,1523.597,34.845,3.513,21.859,Normal
2.053,0.486,59.324,14.941,454.611,90.918,1549.105,30.808,3.465,23.71,Normal
2.394,0.25,72.028,17.774,460.28,92.647,1461.098,33.529,3.386,22.732,Normal
5.448,2.668,91.709,29.007,469.443,94.51,1549.33,29.842,2.843,35.76,Critical
2.115,0.243,67.623,18.663,453.672,92.358,1480.432,40.494,4.256,27.679,Normal
3.084,0.653,75.558,21.219,462.62,94.235,1581.314,20.703,2.906,23.412,Alert
4.927,1.154,81.099,23.24,456.153,97.684,1402.731,30.442,3.815,28.334,Alert
1.466,0.361,61.237,17.84,460.599,97.736,1452.491,34.706,3.225,27.772,Normal
2.532,0.399,74.179,15.251,466.451,96.995,1450.203,38.529,3.885,22.748,Normal
1.728,0.138,62.768,13.405,455.855,92.251,1519.19,35.419,4.148,27.199,Normal
1.588,0.318,61.247,16.102,460.945,96.381,1431.248,34.911,3.503,21.986,Normal
1.857,0.533,68.596,19.524,464.036,97.266,1459.152,34.352,3.37,24.044,Normal
2.77,0.402,64.04,18.9,464.186,98.674,1479.055,34.454,3.461,27.558,Normal
1.641,0.219,69.452,20.811,454.376,93.661,1508.039,31.711,3.872,21.676,Normal
4.891,1.219,73.846,16.705,450.323,86.469,1523.401,30.384,3.138,13.861,Alert
4.386,1.449,85.293,22.419,462.911,89.762,1556.366,35.06,3.235,28.399,Alert
1.613,0.142,66.25,12.651,466.815,96.691,1516.7,31.002,3.793,33.961,Normal
4.932,1.342,84.978,18.151,465.308,91.41,1503.53,34.108,3.138,24.974,Alert
5.119,1.073,83.837,21.627,475.523,88.947,1546.071,29.995,2.264,31.638,Alert
2.341,0.202,70.903,17.064,453.667,94.58,1451.483,35.698,3.723,15.758,Normal
4.893,1.544,83.741,26.801,471.658,91.843,1411.722,28.047,3.191,28.002,Alert
4.288,1.152,81.579,21.816,460.058,92.676,1469.023,21.477,2.793,41.515,Alert
2.052,0.276,64.175,18.072,453.151,96.849,1467.915,37.486,4.043,16.11,Normal
3.931,0.737,86.104,22.721,453.39,92.443,1437.251,27.475,2.125,24.372,Alert
2.73,0.753,66.556,19.626,450.702,97.988,1498.565,33.981,4.125,23.512,Normal
2.0,0.682,56.452,17.452,458.771,96.701,1490.932,32.709,3.644,16.715,Normal
1.872,0.219,68.492,15.314,468.265,97.05,1514.862,32.663,3.66,18.254,Normal
3.739,0.976,84.783,26.387,458.593,86.826,1477.897,26.03,2.369,20.807,Alert
4.273,1.052,79.218,27.847,455.027,91.344,1511.704,30.716,2.394,31.42,Alert
5.037,1.347,78.238,23.271,457.977,89.451,1480.613,28.239,2.432,31.236,Alert
2.106,0.335,63.432,17.41,454.661,93.513,1511.298,31.514,3.776,28.037,Normal
1.883,0.39,57.851,18.01,455.693,96.157,1482.454,33.114,3.32,23.189,Normal
7.661,2.576,90.648,28.387,458.658,83.905,1527.207,24.162,0.651,34.19,Critical
1.979,0.368,61.506,19.937,454.998,95.764,1489.397,39.477,3.797,29.363,Normal
2.778,0.665,65.128,17.751,452.434,94.372,1469.723,38.596,3.647,27.793,Normal
5.33,0.961,73.057,20.436,454.715,91.467,1448.59,37.813,4.177,26.96,Alert
4.249,0.806,77.322,25.741,459.071,89.682,1461.123,28.186,2.692,29.208,Alert
3.894,0.987,71.842,25.183,465.841,93.713,1438.124,28.284,2.32,28.433,Alert
1.833,0.329,70.142,16.99,456.628,94.535,1492.034,40.363,3.635,26.066,Normal
2.528,0.374,59.613,17.069,457.242,98.834,1520.684,34.291,3.42,20.296,Normal
1.491,0.529,63.125,14.153,461.128,95.831,1460.16,32.427,4.435,23.855,Normal
2.414,0.512,61.045,17.225,463.552,91.513,1511.092,34.252,3.752,30.98,Normal
2.063,0.124,64.392,19.585,456.605,94.525,1475.35,25.63,3.781,20.558,Normal
5.224,2.772,95.31,26.033,463.792,88.457,1445.914,27.722,1.752,28.271,Critical
7.126,2.169,83.479,31.554,454.476,86.225,1464.385,24.683,2.481,28.659,Critical
1.688,0.455,63.249,15.699,449.233,95.549,1460.953,35.262,2.939,25.83,Normal
6.805,1.78,80.315,23.738,457.425,97.175,1476.334,14.379,1.2,31.519,Critical
4.75,2.285,87.734,33.598,465.501,90.284,1413.623,24.615,1.412,37.847,Critical
1.66,0.27,63.059,18.196,460.698,95.994,1465.426,33.495,4.064,27.888,Normal
5.173,1.105,78.161,22.653,455.194,95.574,1498.117,31.77,3.497,15.735,Alert
2.898,0.951,78.774,23.105,463.722,89.682,1460.463,28.775,3.22,29.483,Alert
3.948,0.887,75.105,24.483,461.661,89.933,1396.957,36.462,2.808,24.624,Alert
5.317,2.196,88.591,27.776,450.641,84.223,1448.646,32.406,2.528,43.77,Critical
5.972,2.354,100.233,23.612,470.805,80.191,1393.688,24.033,2.935,29.217,Critical
5.391,2.04,91.651,27.836,451.952,82.628,1461.171,25.032,2.492,27.651,Critical
1.777,0.387,66.221,18.402,455.755,94.723,1408.697,35.415,4.087,17.586,Normal
6.309,2.05,98.675,24.163,446.949,86.743,1430.709,21.431,1.053,31.889,Critical
2.76,0.358,72.874,16.059,460.902,91.551,1479.314,35.864,3.659,28.859,Normal
1.936,0.387,71.723,21.458,455.006,94.038,1469.143,35.974,3.929,20.524,Normal
1.62,0.235,53.367,20.418,464.412,94.404,1445.874,32.688,3.796,16.856,Normal
5.188,1.346,81.6,22.972,453.88,91.582,1475.115,25.097,2.927,26.926,Alert
5.044,1.586,81.921,25.856,448.554,90.629,1440.731,27.634,2.762,25.655,Alert
1.788,0.502,63.807,15.01,469.157,97.36,1433.484,33.419,3.693,26.759,Normal
2.968,0.782,82.033,26.07,473.661,94.411,1469.775,26.376,2.771,23.416,Alert
1.692,0.272,67.106,15.216,463.026,94.556,1453.489,36.548,4.281,29.162,Normal
3.666,0.872,79.866,25.266,466.502,96.262,1452.551,24.872,2.554,31.045,Alert
4.703,1.364,85.04,30.694,455.122,93.65,1478.035,30.634,3.685,31.586,Alert
2.042,0.488,65.518,12.912,457.521,98.018,1460.711,34.757,3.382,33.229,Normal
2.634,0.387,61.165,17.205,455.039,92.365,1508.722,29.034,3.447,29.488,Normal
2.634,0.482,66.598,18.281,453.63,95.879,1455.671,30.247,3.868,21.51,Normal
1.639,0.179,67.297,17.475,460.203,93.428,1482.076,33.308,3.515,29.187,Normal
4.536,1.093,81.212,29.019,447.541,92.535,1549.647,30.897,3.781,24.246,Alert
2.239,0.391,60.878,17.312,449.262,97.024,1502.734,38.521,3.845,26.605,Normal
2.395,0.604,65.939,16.143,448.291,97.683,1454.128,34.95,3.37,23.115,Normal
1.905,0.574,67.879,17.012,456.538,93.218,1494.71,34.478,4.208,32.7,Normal
1.855,0.487,60.154,15.076,460.167,94.994,1514.373,34.974,4.2,24.876,Normal
1.133,0.53,58.487,16.89,461.038,94.273,1502.417,33.912,2.966,28.555,Normal
2.22,0.502,61.046,14.21,454.151,97.293,1475.666,33.998,4.101,20.26,Normal
2.089,0.309,70.982,18.105,456.731,96.298,1471.385,28.827,4.004,30.177,Normal
6.341,2.48,94.401,33.11,462.362,87.712,1416.563,25.137,1.683,31.606,Critical
2.845,0.479,62.863,15.68,474.015,92.89,1467.99,36.433,3.836,30.519,Normal
7.117,1.971,90.048,25.786,446.001,88.587,1355.105,17.911,0.816,32.408,Critical
4.96,1.572,97.516,25.428,461.126,80.615,1495.573,18.429,2.097,37.403,Critical
2.197,0.472,67.345,20.334,456.974,94.381,1494.418,34.311,3.543,26.581,Normal
3.442,0.919,82.255,21.631,461.321,90.976,1480.92,34.134,2.722,16.411,Alert
1.701,0.425,66.362,15.521,452.766,91.213,1485.02,33.219,3.462,31.314,Normal
2.25,0.456,59.225,14.18,463.977,94.622,1449.852,37.488,3.504,23.65,Normal
2.408,0.309,56.453,21.412,472.142,95.724,1446.436,37.408,3.713,25.007,Normal
2.165,0.205,62.144,18.157,450.732,98.968,1471.196,32.775,3.869,31.648,Normal
1.703,0.116,68.78,17.933,461.859,97.381,1472.408,36.776,4.096,18.739,Normal
3.601,1.23,80.319,24.012,465.1,93.069,1500.434,28.919,2.758,21.175,Alert
2.277,0.36,59.804,18.983,457.501,92.195,1473.815,36.127,3.682,31.835,Normal
1.707,0.375,71.083,16.373,456.411,94.923,1509.249,35.361,3.133,22.478,Normal
3.222,1.067,75.14,15.098,462.623,91.824,1523.017,30.849,2.471,13.871,Alert
6.744,2.398,88.528,28.793,466.361,87.173,1565.812,25.249,2.321,30.36,Critical
5.896,1.697,95.905,27.23,449.507,83.247,1541.795,26.061,2.164,30.436,Critical
2.111,0.335,69.772,17.174,457.689,96.888,1485.362,32.139,4.065,24.81,Normal
3.289,0.974,77.504,16.695,452.953,94.405,1547.09,31.148,3.426,27.898,Alert
4.321,1.092,84.827,22.654,456.859,97.625,1415.313,33.044,2.944,25.964,Alert
1.54,0.535,66.608,14.498,461.777,93.289,1504.844,42.276,3.798,26.649,Normal
8.309,2.851,106.222,25.765,457.474,80.474,1417.819,19.372,2.589,28.999,Critical
1.289,0.314,63.946,16.108,464.11,97.469,1447.343,32.218,3.38,24.335,Normal
6.046,2.287,84.719,35.607,460.621,88.711,1452.048,23.938,2.029,39.669,Critical
1.275,0.275,68.753,13.862,459.995,95.506,1480.843,38.448,3.995,32.349,Normal
2.324,0.457,66.556,17.83,456.248,98.226,1487.404,36.291,3.602,20.748,Normal
3.771,1.045,85.174,20.399,460.998,94.847,1496.048,30.872,3.314,32.023,Alert
1.36,0.419,70.614,15.907,466.693,95.133,1492.634,32.901,3.741,27.328,Normal
1.97,0.376,83.396,22.539,469.113,96.217,1486.355,31.404,3.134,11.269,Alert
1.875,0.233,71.639,21.029,463.387,96.935,1464.606,41.593,4.0,28.31,Normal
1.968,0.277,60.249,19.896,462.533,100.26,1449.559,34.264,3.694,28.647,Normal
2.313,0.333,63.445,15.838,458.649,95.83,1499.808,31.422,3.341,20.449,Normal
1.675,0.087,65.389,15.658,456.026,94.619,1476.301,34.937,3.405,23.998,Normal
4.158,0.971,85.057,25.005,459.707,91.986,1408.008,25.024,2.292,27.886,Alert
7.512,2.118,90.211,25.85,462.629,88.017,1445.302,21.33,1.984,20.463,Critical
1.936,0.557,60.603,17.393,470.946,96.627,1484.331,36.528,3.564,31.138,Normal
4.12,1.09,89.488,25.547,469.41,93.338,1436.593,26.861,2.904,24.673,Alert
6.677,2.218,95.945,27.978,451.564,84.763,1360.749,23.704,1.478,23.293,Critical
1.919,0.245,69.252,20.506,459.382,97.629,1492.052,34.877,3.939,24.53,Normal
4.176,1.138,70.31,21.536,454.387,89.889,1497.89,26.046,2.554,14.188,Alert
2.541,0.545,68.652,19.48,457.838,93.354,1507.917,36.473,3.92,26.94,Normal
5.259,1.164,80.509,20.206,459.204,92.276,1479.634,31.004,3.309,21.152,Alert
1.698,0.275,59.526,13.782,465.164,93.003,1491.113,33.907,3.598,32.263,Normal
5.15,2.084,84.393,26.472,471.189,89.188,1461.517,34.645,1.254,25.352,Critical
3.965,1.313,77.086,25.89,467.272,89.267,1445.815,32.958,3.051,24.073,Alert
2.147,0.295,63.661,20.796,465.72,97.354,1463.459,36.605,3.692,23.465,Normal
1.988,0.529,63.967,19.051,459.515,99.323,1459.383,33.024,4.095,21.984,Normal
1.938,0.444,68.633,14.472,468.68,92.169,1445.318,34.157,4.33,23.584,Normal
2.212,0.39,64.432,17.843,458.878,97.79,1438.799,33.051,3.552,16.799,Normal
1.935,0.349,65.255,19.123,456.209,93.618,1518.687,33.537,3.28,22.754,Normal
7.111,2.377,97.459,32.023,468.235,78.069,1484.536,28.263,1.637,25.376,Critical
2.281,0.308,69.565,17.904,461.917,94.227,1488.942,34.432,3.797,15.934,Normal
1.409,0.365,67.397,17.811,455.484,97.248,1526.29,37.859,4.022,22.405,Normal
2.228,0.238,69.212,19.875,455.551,94.963,1480.95,37.693,4.226,17.114,Normal
1.457,0.095,64.444,22.052,450.744,94.612,1495.032,34.751,3.696,18.548,Normal
1.737,0.349,67.471,16.251,455.775,93.572,1490.163,31.429,3.935,21.299,Normal
6.817,2.716,83.966,21.314,453.05,88.776,1470.317,29.752,1.738,15.628,Critical
4.174,1.037,80.507,26.06,456.714,88.635,1519.326,29.053,2.432,25.877,Alert
2.049,0.308,64.341,16.092,459.832,94.487,1446.259,35.857,4.021,28.293,Normal
1.79,0.56,56.832,14.034,463.675,96.594,1519.941,34.157,3.51,22.938,Normal
1.58,0.148,71.233,19.382,459.907,95.165,1471.557,37.225,3.785,25.032,Normal
7.434,2.857,94.882,33.797,454.811,89.982,1468.469,26.077,2.171,21.234,Critical
4.68,0.729,84.627,19.382,465.231,88.496,1494.096,34.682,3.621,27.976,Alert
1.487,0.326,66.902,19.54,465.85,97.366,1415.07,38.031,4.153,26.782,Normal
1.384,0.197,65.634,16.171,456.617,97.078,1435.988,31.571,4.236,27.116,Normal
1.817,0.305,65.006,16.198,463.157,99.463,1506.744,34.891,3.641,22.763,Normal
3.89,1.184,78.085,27.937,463.655,90.731,1517.359,31.522,2.672,39.168,Alert
4.099,1.243,74.214,16.106,470.846,92.963,1502.194,25.652,2.989,29.984,Alert
1.949,0.353,63.086,16.863,471.918,93.397,1513.228,36.707,3.599,34.088,Normal
4.014,0.994,79.028,19.892,458.934,86.553,1526.774,27.029,2.692,36.751,Alert
1.608,0.372,70.795,20.896,450.937,97.611,1424.354,38.888,3.561,28.575,Normal
2.033,0.197,69.125,19.05,454.864,96.926,1534.29,35.554,3.455,25.204,Normal
2.452,0.585,69.927,18.132,460.131,96.603,1469.753,29.812,3.668,19.11,Normal
1.692,0.415,68.979,19.912,464.254,95.25,1461.349,32.867,3.093,29.972,Normal
2.687,0.21,74.523,16.098,463.394,96.047,1519.342,39.015,3.843,21.7,Normal
3.868,0.763,63.572,26.259,464.105,93.362,1442.458,31.762,2.771,29.041,Alert
4.915,1.026,90.596,17.681,462.529,89.19,1396.116,29.305,2.375,27.178,Alert
1.971,0.298,70.152,15.828,459.037,96.12,1449.029,41.575,3.42,19.715,Normal
2.535,0.313,62.806,17.021,458.902,92.888,1424.899,32.776,3.811,22.283,Normal
3.86,1.409,80.483,27.58,460.655,94.358,1432.618,28.798,3.267,33.681,Alert
6.843,2.322,81.805,23.825,458.09,87.514,1435.676,29.914,1.417,34.365,Critical
3.626,1.167,71.639,18.178,462.905,95.195,1403.557,34.351,3.082,35.035,Alert
2.053,0.544,68.731,17.477,456.693,93.716,1502.589,33.79,3.106,24.451,Normal
6.709,2.082,102.243,31.35,456.002,82.41,1483.089,15.42,1.957,24.81,Critical
2.945,0.735,82.57,29.311,468.751,87.722,1507.891,27.162,2.664,25.512,Alert
3.242,0.812,87.268,28.4,455.271,82.432,1453.445,28.416,2.901,31.52,Alert
8.3,2.084,94.378,25.988,462.249,81.531,1563.175,30.893,2.602,23.045,Critical
4.131,0.882,82.245,23.17,460.045,91.663,1414.476,29.495,3.098,28.05,Alert
5.304,2.022,95.273,31.647,462.519,86.276,1452.176,22.183,1.265,35.456,Critical
2.684,0.486,65.076,20.528,458.66,94.394,1516.84,34.709,3.802,20.327,Normal
2.401,0.479,62.36,15.54,454.077,98.307,1452.279,38.444,4.097,33.81,Normal
2.262,0.494,69.093,18.686,456.125,97.196,1454.662,36.798,3.762,33.947,Normal
5.251,2.14,102.406,32.107,469.536,87.23,1385.159,31.929,1.972,39.516,Critical
2.083,0.506,65.193,23.1,463.069,91.481,1506.686,36.33,4.194,28.806,Normal
2.611,0.28,67.51,20.298,465.584,96.752,1480.249,31.183,3.867,33.922,Normal
3.228,0.891,84.852,22.713,452.745,87.01,1475.072,34.673,3.462,28.79,Alert
4.711,1.257,85.447,20.593,463.452,87.93,1477.034,33.139,3.083,31.776,Alert
4.716,1.054,78.912,20.121,462.093,87.171,1428.946,33.995,3.903,29.6,Alert
2.546,0.254,59.342,15.653,453.927,96.542,1513.325,33.738,3.145,28.035,Normal
1.069,0.077,64.266,17.338,461.032,93.13,1498.13,36.205,3.888,29.953,Normal
3.338,0.826,69.597,25.137,468.28,90.343,1460.972,33.242,3.744,31.429,Alert
2.261,0.273,64.832,17.789,464.224,94.182,1422.544,34.473,3.612,30.943,Normal
2.49,0.4,63.385,18.147,461.431,96.577,1502.641,31.342,3.701,27.285,Normal
3.058,0.9,81.136,29.986,459.409,93.739,1462.689,37.318,2.697,28.864,Alert
3.553,0.997,82.714,26.674,465.766,93.449,1425.707,39.3,2.774,34.112,Alert
2.299,0.441,68.359,19.076,462.536,95.494,1456.616,32.199,3.847,32.746,Normal
4.625,1.415,80.764,24.862,456.226,90.412,1497.391,34.935,3.105,25.434,Alert
2.986,0.491,63.083,16.614,460.775,93.243,1458.313,30.14,3.047,25.685,Normal
3.026,0.875,76.32,21.739,460.298,93.229,1454.242,25.964,3.578,42.37,Alert
2.562,0.405,59.531,14.783,460.071,92.37,1518.792,35.462,3.77,32.079,Normal
2.678,0.422,65.623,20.186,461.438,98.252,1500.642,30.216,3.729,26.416,Normal
1.149,0.087,65.295,19.134,462.935,93.764,1472.86,41.539,3.92,24.905,Normal
1.362,0.392,69.112,14.664,463.879,95.439,1550.472,36.647,3.658,20.838,Normal
3.04,0.38,67.631,17.039,455.222,96.973,1495.894,37.558,3.311,31.158,Normal
2.303,0.622,66.134,19.038,457.213,97.833,1459.703,39.48,4.121,16.581,Normal
8.381,1.931,91.618,28.175,463.047,90.711,1446.832,17.146,2.248,37.943,Critical
3.259,1.164,76.198,20.696,463.071,88.427,1414.279,37.006,3.231,26.57,Alert
4.508,1.376,79.548,20.804,465.451,94.401,1478.044,38.611,3.081,23.754,Alert
1.746,0.228,61.851,15.767,456.614,93.924,1477.006,35.967,3.678,30.596,Normal
5.278,1.459,82.529,21.316,454.856,93.168,1492.143,34.853,3.527,19.465,Alert
2.677,0.394,71.847,15.81,467.514,95.099,1476.954,29.184,3.43,19.034,Normal
3.882,2.054,92.689,32.153,465.349,81.185,1398.171,36.596,3.409,32.37,Critical
4.311,1.032,88.137,18.354,467.931,90.31,1503.852,30.452,3.595,26.362,Alert
