ph_final,viscosity_cp,conductivity_ms_cm,density_g_ml,turbidity_ntu,reaction_temp_c,reaction_time_min,active_conc_mg_ml,f1_active_reagent,f2_solvent_salts,f3_agitation_kinetics
6.897,102.127,5.427,1.183,21.115,45.161,31.197,81.925,-0.8423,-0.4746,-0.3281
6.914,178.474,5.001,1.205,36.805,46.318,39.572,104.433,0.3462,-0.3189,1.0876
7.045,182.875,7.539,1.216,42.131,46.739,34.686,107.697,0.6318,0.4487,0.4317
7.469,102.266,7.29,1.169,14.651,42.697,28.984,74.756,-1.6007,0.4346,-0.5887
7.756,133.671,9.476,1.196,25.288,45.527,38.196,86.682,-0.8321,0.9977,-0.1043
6.364,139.419,3.344,1.191,20.869,40.347,26.905,103.241,0.1747,-1.0666,-1.5065
6.761,155.562,3.946,1.196,32.071,44.657,35.206,98.266,0.0379,-0.557,0.6431
7.105,227.208,6.473,1.212,35.363,47.749,40.808,119.662,0.9358,0.2597,1.4216
6.877,210.123,5.158,1.208,41.59,48.085,46.419,112.744,0.8522,-0.1412,1.6573
6.709,189.577,6.204,1.22,23.026,46.134,26.468,132.288,1.504,0.372,-1.2481
6.583,165.226,4.758,1.204,28.962,43.73,31.978,106.23,0.325,-0.6534,0.0384
7.056,123.753,7.986,1.19,16.051,45.084,32.926,96.034,-0.313,0.1829,-0.279
6.804,104.301,3.931,1.18,20.306,43.281,32.759,86.703,-0.6972,-0.9434,0.1253
7.236,140.208,6.072,1.181,29.086,46.251,38.257,86.173,-0.7659,-0.4711,1.421
6.714,93.376,4.217,1.193,16.781,43.605,27.388,95.7,-0.5073,-0.5843,-0.7573
7.173,102.833,7.532,1.193,15.733,43.616,29.583,90.788,-0.8814,0.3705,-0.6831
6.785,201.581,7.206,1.235,20.963,42.599,26.458,131.942,1.642,0.8455,-1.2768
7.396,148.061,7.472,1.199,26.476,44.788,31.852,91.061,-0.4676,0.5298,-0.7449
7.381,125.021,6.54,1.186,35.449,47.028,38.798,92.097,-0.8119,0.2529,0.637
6.658,110.646,4.525,1.19,13.769,42.363,32.195,92.844,-0.3467,-0.7296,-0.8115
8.201,96.93,11.211,1.207,15.909,42.041,23.462,87.89,-1.16,2.4788,-2.157
6.024,118.276,0.839,1.189,7.097,42.701,25.961,98.639,0.2404,-1.6201,-1.5533
7.561,292.429,11.604,1.266,45.016,51.243,43.83,151.266,2.5914,2.2566,1.2594
7.169,218.058,8.632,1.247,30.507,45.433,32.23,138.522,1.5865,1.4103,-0.9071
6.454,195.219,5.016,1.208,32.246,43.46,36.006,121.481,1.1736,-0.4984,-0.049
5.965,189.393,2.074,1.216,25.375,44.594,35.722,122.471,1.4905,-1.6602,0.5916
6.679,232.537,5.875,1.242,28.925,45.433,28.712,146.142,2.3606,0.4616,-1.0196
7.255,155.055,9.552,1.201,23.293,45.473,38.042,103.112,-0.1409,0.7872,0.0764
7.282,195.843,8.135,1.232,26.129,46.164,41.52,129.623,1.1529,0.986,0.1721
7.663,102.848,7.58,1.194,25.25,44.661,32.801,81.268,-1.0341,0.7589,-0.1306
6.217,143.146,2.372,1.19,26.79,45.213,34.786,99.37,0.1461,-1.2911,0.1665
8.327,90.586,11.549,1.187,27.422,45.621,35.422,70.298,-2.0165,1.841,-0.3072
6.529,115.958,2.966,1.175,8.797,41.903,27.949,89.146,-0.196,-1.1963,-1.3155
8.538,109.725,13.56,1.2,23.325,45.973,40.519,85.413,-1.6012,2.831,0.0075
7.964,87.894,9.19,1.197,19.242,44.665,35.178,90.793,-1.0796,1.2621,-0.4663
6.641,114.074,3.423,1.172,14.811,43.515,36.892,77.998,-1.0847,-1.0814,0.0488
6.856,105.261,3.947,1.184,18.51,44.363,40.072,86.826,-0.8098,-0.8072,0.0396
7.328,59.424,4.973,1.17,18.075,44.081,41.346,61.983,-2.0414,-0.4042,0.366
6.785,157.641,5.127,1.189,26.972,46.171,37.948,101.597,0.0314,-0.7065,0.7134
7.196,174.397,8.142,1.214,27.274,45.988,36.005,103.925,0.4006,0.9969,-0.3267
6.235,238.322,5.084,1.233,31.278,45.071,32.471,146.429,2.3616,-0.2135,-0.2204
7.147,183.309,6.635,1.211,31.516,47.964,41.61,110.643,0.4683,0.5677,0.5334
6.247,106.393,2.204,1.177,11.09,42.947,34.85,85.59,-0.4393,-1.5156,-0.2982
6.43,130.319,3.276,1.19,19.633,43.482,27.316,91.804,-0.1844,-1.045,-0.9192
7.092,136.606,8.549,1.224,17.414,42.447,23.056,114.162,0.3602,1.3844,-2.0708
7.044,77.609,4.4,1.182,6.791,42.962,30.248,75.64,-1.3361,-0.2644,-1.0183
8.021,103.536,10.541,1.202,20.405,43.24,32.48,86.177,-0.9636,1.7286,-0.748
7.765,209.811,10.529,1.23,37.328,47.219,37.389,121.568,0.683,1.9529,0.3834
7.233,173.259,9.014,1.207,28.54,48.131,35.077,104.726,0.2934,0.5852,0.4381
6.438,141.937,2.957,1.186,17.874,41.985,32.872,98.246,0.1287,-1.0413,-0.2913
7.827,89.286,8.643,1.18,23.263,43.73,29.559,73.428,-1.5556,0.5371,-0.2288
6.369,123.925,2.826,1.184,23.105,43.875,36.359,88.158,-0.1619,-1.3289,0.1765
7.813,48.304,7.623,1.156,19.43,45.458,37.602,59.354,-2.691,0.2102,0.3516
7.439,70.277,6.849,1.169,22.105,42.349,33.258,65.648,-2.1144,0.0361,-0.257
7.64,69.432,6.752,1.161,22.861,45.835,36.519,59.412,-2.4013,-0.2114,0.9999
7.055,153.156,6.155,1.216,16.52,43.132,28.087,109.655,0.4976,0.5675,-1.6494
7.338,114.403,6.869,1.18,21.042,44.654,37.742,79.519,-1.4349,0.0595,0.474
6.014,176.265,1.092,1.208,29.651,44.313,35.972,110.302,1.0211,-1.8821,0.5089
7.207,139.504,6.198,1.196,34.129,45.838,38.299,90.046,-0.3919,-0.2088,0.936
6.192,194.394,2.656,1.215,16.31,44.723,32.742,117.769,1.142,-0.8146,-0.706
7.506,150.231,7.474,1.183,30.897,46.141,39.765,87.131,-1.0015,0.5632,0.9605
6.85,164.627,5.961,1.198,23.635,44.578,36.698,90.663,-0.1552,-0.2565,0.059
6.773,173.947,5.15,1.206,18.754,45.412,35.884,108.272,0.5451,-0.411,0.4657
6.87,181.942,7.135,1.225,29.478,45.39,34.116,125.92,1.3675,0.2061,-0.0517
6.306,123.493,0.259,1.172,23.487,43.295,35.65,91.498,0.1039,-2.21,0.78
7.089,185.101,5.876,1.209,24.498,45.546,38.17,113.96,0.7528,0.0941,0.329
7.857,182.015,10.901,1.225,29.565,48.964,43.002,106.671,0.0718,1.5417,1.0595
6.881,159.646,4.392,1.199,22.449,45.772,38.233,97.032,0.1255,-0.3036,0.3138
6.475,186.872,4.166,1.217,26.684,45.506,37.71,126.325,1.417,-0.4024,0.3776
7.134,107.467,5.195,1.185,24.68,45.741,34.588,82.064,-1.0191,-0.1772,0.5122
7.288,160.932,8.494,1.212,23.526,43.905,33.444,103.945,-0.0119,0.8533,-0.218
6.301,115.339,2.052,1.18,16.068,44.909,31.266,89.907,-0.3133,-1.3475,-0.2157
6.403,151.619,2.367,1.183,24.812,44.607,37.811,98.245,0.3128,-1.5928,1.0129
7.179,130.675,6.764,1.208,21.843,44.215,35.33,99.056,0.142,0.3226,-0.4009
7.62,128.765,7.163,1.181,39.371,49.555,44.266,85.977,-1.2423,0.4072,2.0067
7.044,185.507,6.715,1.22,13.879,42.668,26.402,113.349,0.7678,0.3977,-1.4664
7.295,142.946,9.11,1.217,26.363,45.084,39.296,105.333,-0.0922,1.5187,-0.3532
6.554,164.761,3.487,1.202,25.718,43.276,33.508,113.114,0.8819,-0.8416,-0.6303
6.154,232.224,2.987,1.211,34.2,48.958,46.474,121.983,1.5864,-1.5124,2.157
6.627,176.686,3.251,1.195,28.523,47.491,42.664,108.148,0.679,-0.9691,1.5261
7.639,149.203,10.145,1.215,22.846,45.549,33.438,105.099,-0.0611,1.4057,-0.9053
7.04,193.428,7.85,1.215,21.758,44.226,35.241,114.873,0.6065,0.5784,-0.698
7.344,146.859,7.482,1.205,30.436,45.974,33.953,98.168,-0.3595,0.5705,-0.3133
6.296,140.499,4.45,1.203,19.415,42.868,23.91,105.573,0.3674,-0.8598,-1.3333
6.129,164.32,2.279,1.201,24.822,42.854,31.7,110.219,0.7952,-1.0994,-0.6738
7.096,150.504,5.837,1.192,36.692,46.242,38.098,95.036,-0.1841,0.302,0.4811
6.806,128.547,5.549,1.188,9.797,45.122,36.304,91.642,-0.3033,-0.3454,-0.3056
7.04,169.308,6.203,1.213,25.705,46.497,35.935,109.888,0.4265,0.21,0.3532
7.025,184.511,8.135,1.215,31.762,46.391,39.871,105.511,0.4369,0.4869,0.0555
8.094,46.0,9.382,1.169,6.808,43.178,29.602,60.627,-2.7217,1.0345,-1.0668
6.7,152.405,3.768,1.198,26.889,45.323,33.893,100.843,0.1044,-0.7342,0.2972
7.096,117.872,6.807,1.182,20.265,41.723,30.977,80.057,-0.962,0.0115,-0.7359
8.148,220.137,12.854,1.245,37.767,46.456,34.617,125.862,0.86,3.0634,-0.5408
6.854,118.114,6.277,1.204,13.665,43.05,24.718,96.962,-0.1897,0.2296,-1.4837
7.271,114.44,6.801,1.186,16.71,44.787,33.549,88.235,-0.8697,0.2642,-0.2363
7.494,49.639,5.946,1.159,14.262,45.178,36.84,58.631,-2.7013,-0.1942,-0.1176
7.37,185.44,8.95,1.212,32.162,47.553,43.637,108.234,0.422,0.8366,0.6987
7.891,137.0,9.971,1.207,29.421,45.681,34.874,95.264,-0.5665,1.1125,0.1159
7.499,58.358,7.006,1.173,12.016,46.122,37.956,70.909,-1.9399,0.4406,-0.0589
7.107,225.136,6.507,1.214,43.48,49.347,46.304,126.254,1.2418,0.3054,1.8826
6.48,132.738,3.728,1.181,26.275,45.036,35.894,91.826,-0.3603,-1.1751,0.7073
7.909,113.937,9.22,1.183,21.615,46.559,37.74,74.638,-1.6486,1.0074,0.4124
7.011,99.234,4.304,1.177,19.471,43.339,31.319,82.119,-1.018,-0.5408,-0.0466
7.094,190.966,6.782,1.22,26.98,46.839,38.218,114.401,0.6361,0.1729,0.5209
6.619,139.281,4.331,1.197,16.389,43.375,26.01,92.944,-0.2253,-0.32,-1.2733
6.504,47.91,3.057,1.18,6.238,40.318,24.578,76.386,-1.311,-1.2304,-1.9091
7.455,196.973,8.915,1.221,33.562,46.996,39.886,113.523,0.5537,1.1563,0.7885
5.819,182.582,0.484,1.194,27.663,44.928,35.464,109.849,1.2054,-2.036,0.302
6.613,117.708,3.996,1.181,12.257,45.123,40.783,78.867,-0.7839,-1.0764,0.4134
7.713,133.776,9.594,1.195,23.362,45.637,37.738,83.844,-1.0073,1.0765,-0.1077
7.147,199.315,7.789,1.233,25.618,45.65,35.44,134.031,1.3622,1.2001,-0.4525
7.315,169.007,8.558,1.211,29.02,45.354,30.753,107.446,0.2936,1.1199,-0.6027
6.783,94.06,2.985,1.168,18.77,43.202,34.779,70.956,-1.4851,-1.3319,0.3012
7.82,193.997,10.279,1.199,46.254,49.381,47.898,104.839,-0.149,1.115,2.0018
8.249,94.576,13.225,1.207,18.662,44.513,33.173,85.945,-0.9831,2.3558,-0.9328
6.93,102.937,4.408,1.174,27.581,46.478,42.975,80.57,-1.052,-1.0421,1.1833
7.625,177.962,7.862,1.206,32.93,48.229,42.55,100.989,-0.3821,0.7504,1.3577
6.644,184.032,3.306,1.195,26.75,46.47,40.215,109.002,0.4875,-0.771,1.0284
7.379,214.216,9.411,1.233,42.718,46.662,38.829,126.306,1.3439,1.437,0.2609
7.8,110.894,7.461,1.186,26.113,48.578,40.004,75.238,-1.5174,0.8851,1.5013
7.36,80.108,6.628,1.182,19.434,44.1,36.037,79.642,-1.2099,0.1922,-0.2662
7.115,83.173,5.657,1.169,19.157,42.157,30.556,69.472,-1.7493,-0.4329,-0.8014
7.044,241.327,8.194,1.24,26.349,43.932,29.817,139.324,2.0389,0.8508,-0.797
6.483,179.618,2.956,1.187,35.846,46.096,41.384,90.997,0.1149,-1.3796,1.5048
7.598,118.873,8.204,1.204,27.208,44.474,39.557,80.555,-1.2406,0.9164,0.1738
7.434,151.898,8.66,1.207,24.617,44.911,36.787,108.128,0.0498,1.1071,-0.173
7.215,157.402,6.502,1.188,27.841,44.931,39.46,87.434,-0.5528,-0.2886,0.7174
7.562,122.179,7.752,1.194,32.169,48.01,43.709,83.697,-1.1059,0.5784,1.3297
7.701,156.601,9.129,1.185,33.949,46.346,43.483,84.914,-0.8531,1.1103,1.0591
6.414,132.886,3.853,1.188,23.206,44.926,34.072,103.44,0.1091,-0.9322,-0.2463
7.137,53.374,3.673,1.161,13.084,44.625,32.562,59.481,-2.0657,-0.9531,0.3038
7.242,97.962,6.779,1.188,15.928,44.116,29.235,80.069,-1.1277,0.2269,-0.621
7.12,174.366,5.376,1.204,26.686,46.056,36.459,108.089,0.3703,-0.2864,1.135
7.197,89.562,5.413,1.179,21.439,46.007,38.586,81.831,-1.0739,-0.0235,0.1062
6.974,177.774,6.506,1.22,25.94,43.721,25.127,113.903,0.5463,0.7643,-1.2766
6.978,123.535,5.692,1.191,19.268,45.9,36.93,83.207,-0.7781,0.0774,0.2931
6.296,173.792,3.515,1.208,17.323,41.588,25.357,114.715,0.9766,-0.7709,-0.9883
7.01,159.171,6.374,1.209,34.505,48.031,40.244,99.551,0.0112,0.1554,0.8723
6.416,172.66,1.977,1.188,25.042,45.152,36.587,92.332,0.0667,-1.6874,1.0674
8.328,207.49,12.046,1.212,44.126,51.971,49.756,91.743,-0.5879,2.009,2.5935
6.396,96.667,3.112,1.177,12.324,42.784,27.076,79.006,-0.7021,-1.0695,-0.9835
7.183,175.47,7.625,1.211,21.71,44.225,36.635,107.421,0.2179,0.4605,-0.43
7.18,162.354,6.734,1.198,33.361,45.065,37.235,102.896,0.125,0.2958,0.4436
7.276,111.577,6.255,1.178,11.82,44.175,34.637,78.553,-1.3313,-0.068,-0.3655
6.092,122.225,2.907,1.192,20.638,42.065,27.877,100.885,0.6057,-1.397,-1.1367
7.137,77.169,6.56,1.184,8.433,42.397,30.468,82.688,-1.27,0.186,-0.8815
6.951,106.725,4.211,1.18,9.741,42.394,27.231,88.288,-0.7064,-0.4793,-1.1307
7.797,153.309,8.911,1.202,26.443,46.037,37.297,89.851,-0.824,1.16,0.6104
7.181,110.596,5.053,1.181,11.549,41.945,30.161,82.576,-0.8695,0.0022,-1.2815
6.745,141.954,4.775,1.201,25.469,43.389,28.066,99.364,0.2307,-0.559,-0.6129
7.414,222.81,10.285,1.231,36.874,48.356,41.288,128.046,1.2647,1.3675,0.5388
6.989,187.292,6.873,1.216,26.682,45.116,31.721,120.314,0.7591,0.502,-0.7333
6.077,164.473,0.995,1.207,14.845,41.134,28.456,108.323,0.7243,-1.4231,-0.9348
6.224,198.046,5.014,1.222,15.485,41.223,23.199,134.997,1.9446,-0.0962,-1.9084
6.259,225.248,4.073,1.226,25.377,42.326,33.024,128.594,1.9175,-0.0734,-0.9717
6.889,175.04,3.179,1.186,32.883,48.715,47.514,89.386,-0.1485,-0.9415,2.4775
6.036,294.826,3.577,1.246,35.58,46.717,39.957,154.067,2.885,-0.4708,0.9636
6.472,107.389,2.957,1.179,12.26,44.199,29.155,89.995,-0.1691,-1.0817,-0.9123
7.839,162.396,10.207,1.214,23.582,44.281,34.899,104.85,-0.1044,1.9151,-0.848
7.104,148.664,8.434,1.226,12.312,42.504,21.848,121.742,1.0405,1.2186,-2.3171
5.875,166.21,2.321,1.208,14.483,40.518,23.793,120.707,1.6316,-1.325,-1.4678
7.25,212.686,8.009,1.235,38.8,47.142,39.822,126.216,1.1229,1.3113,0.488
6.247,125.306,2.156,1.196,15.99,44.727,28.492,107.007,0.6444,-1.2645,-0.8434
6.685,98.817,2.851,1.17,15.819,43.576,38.261,78.138,-1.0497,-1.5276,0.3084
7.396,126.946,7.275,1.195,27.6,43.867,34.161,82.372,-0.7523,0.3748,-0.3834
7.029,171.862,6.209,1.195,26.458,45.551,36.865,98.134,0.1895,0.0564,0.1857
7.495,153.429,9.564,1.201,29.381,46.425,31.649,99.522,-0.4264,1.2089,-0.1015
6.947,117.024,4.678,1.181,19.485,43.649,36.357,86.381,-0.6617,-0.5403,-0.1427
7.074,225.973,6.015,1.224,32.876,46.896,37.876,120.731,1.1874,0.2474,0.9741
7.669,74.5,8.318,1.188,10.503,42.153,33.006,75.836,-1.4748,0.717,-0.9469
7.215,150.785,7.532,1.199,22.612,42.815,29.344,96.051,-0.3852,0.6431,-1.0075
6.355,145.739,1.999,1.183,21.999,44.791,37.993,89.691,-0.0804,-1.4203,0.6658
7.187,90.745,5.632,1.173,27.115,42.762,38.112,71.102,-1.1835,-0.2823,-0.2612
7.567,157.16,7.246,1.203,42.945,48.612,46.069,89.777,-0.4629,0.5271,2.0237
7.418,154.695,7.7,1.212,34.2,46.658,40.934,95.806,-0.2612,0.7237,0.5212
7.074,237.989,8.918,1.245,44.736,47.547,36.837,136.909,1.9193,1.0954,1.0596
7.19,133.071,7.624,1.193,23.956,43.92,32.771,95.442,-0.4125,0.2029,-0.2609
6.406,63.136,2.501,1.174,11.126,42.222,26.554,84.46,-0.6799,-1.5787,-0.7346
6.739,228.552,6.356,1.224,32.167,46.508,33.711,132.268,1.4867,0.3638,0.0241
7.192,211.933,6.79,1.203,38.002,48.592,45.602,106.11,0.4532,0.2271,1.9445
7.207,152.181,6.567,1.198,34.164,46.396,39.318,95.208,-0.0668,0.0637,0.6826
6.855,115.26,3.266,1.188,13.902,42.289,29.339,90.721,-0.2776,-0.914,-1.2168
6.779,135.832,3.311,1.193,15.653,44.532,38.798,96.987,-0.219,-0.4371,0.3479
7.331,113.747,6.011,1.178,16.68,45.873,36.651,77.971,-1.1214,0.2378,-0.0536
6.749,133.983,4.114,1.182,28.295,46.175,31.005,95.612,-0.1427,-0.662,0.2114
7.199,114.317,4.458,1.186,20.353,46.203,35.84,89.125,-0.6769,-0.365,0.2863
7.02,207.809,7.812,1.226,36.514,46.066,37.494,132.792,1.4996,0.908,-0.1222
7.212,140.602,7.698,1.206,29.117,46.503,34.939,96.37,-0.0627,0.5483,0.2653
7.274,88.058,7.216,1.185,7.717,43.238,35.913,78.211,-1.2918,-0.0104,-0.6002
7.534,162.499,7.205,1.193,33.143,45.951,41.491,91.91,-0.5485,0.606,0.7571
7.271,169.131,6.914,1.197,33.378,47.009,40.796,94.138,-0.3881,0.2415,1.3907
7.043,147.025,7.113,1.2,20.714,42.172,30.384,107.639,0.1822,0.0641,-0.5415
7.831,148.612,8.637,1.204,29.763,46.681,39.291,95.481,-0.8331,1.6165,0.4581
6.971,193.548,6.285,1.214,30.507,45.192,32.474,119.619,0.7476,0.4536,-0.3492
7.38,165.651,7.375,1.217,26.722,45.606,36.405,102.964,0.0472,0.6005,-0.2795
7.07,145.547,6.533,1.202,25.203,44.434,34.422,98.01,-0.1278,0.1226,-0.0263
7.541,141.077,9.115,1.206,26.035,45.102,37.376,97.219,-0.4361,0.7928,-0.2408
8.32,155.251,11.704,1.2,30.765,46.563,40.78,88.907,-1.1842,2.1408,0.4067
7.699,80.263,6.944,1.169,22.803,44.961,37.501,70.337,-1.7995,0.5421,0.2748
6.328,161.007,4.203,1.201,26.25,43.818,37.043,109.612,0.7455,-0.8886,0.3133
6.296,99.013,3.473,1.203,9.461,41.929,26.953,100.684,0.0265,-0.7805,-1.8291
7.372,245.94,7.655,1.227,54.883,51.189,51.479,131.923,1.1626,0.9246,3.0789
6.571,132.055,3.964,1.187,25.3,46.357,40.664,94.523,-0.6099,-1.192,0.9815
7.02,184.823,7.945,1.212,25.228,44.984,37.18,110.265,0.3398,0.331,0.0039
6.914,69.385,3.955,1.163,14.421,43.374,32.534,67.412,-1.6522,-0.7277,-0.3572
7.181,120.965,7.327,1.193,22.741,46.932,32.903,90.243,-0.6366,0.3188,0.18
6.54,178.8,3.977,1.209,28.309,43.444,32.27,113.682,0.8824,-0.6481,0.067
7.716,186.766,8.868,1.221,24.037,43.401,33.628,107.365,0.1757,1.4682,-0.5241
7.044,148.381,6.965,1.204,21.309,45.063,31.774,101.871,0.158,0.1427,-0.2648
6.553,157.108,2.463,1.186,24.207,47.167,39.401,102.818,0.2803,-1.4757,1.2414
8.348,146.907,12.614,1.195,33.705,47.056,40.239,83.889,-1.5342,2.0805,0.6886
6.856,151.992,4.682,1.192,30.18,46.808,43.934,93.995,-0.333,-0.6957,1.2234
7.171,151.572,7.52,1.208,11.066,42.969,27.026,102.099,-0.0713,0.6846,-1.3988
7.115,112.485,3.433,1.172,22.45,45.309,40.309,80.672,-1.1247,-0.5353,0.6744
6.961,118.999,3.459,1.176,19.31,45.685,35.888,80.2,-0.8818,-0.7694,-0.018
6.351,205.119,3.377,1.208,34.781,44.599,34.978,117.954,1.1979,-0.8157,0.0533
6.879,233.763,8.492,1.229,31.75,46.824,34.113,134.267,1.5038,0.7752,-0.0102
7.666,125.468,8.767,1.189,28.245,47.67,38.965,82.598,-1.0996,0.7425,1.0795
6.944,202.362,5.565,1.208,41.524,46.546,39.677,112.867,0.9634,-0.1619,1.4143
6.58,118.376,3.176,1.172,14.836,46.434,35.096,90.124,-0.3591,-1.4293,0.3782
6.186,192.505,2.292,1.212,31.884,46.65,39.163,123.38,1.5643,-1.2654,1.2965
6.285,212.634,3.32,1.22,33.746,46.226,37.017,128.574,1.6868,-0.8686,0.8961
6.954,206.054,8.058,1.24,27.561,47.256,28.513,139.015,1.7701,1.1404,-0.9325
6.009,166.16,2.663,1.195,22.8,45.853,33.662,103.609,0.6799,-1.3004,0.1001
7.958,226.252,10.134,1.22,47.017,51.018,50.252,112.642,0.4616,1.5924,1.998
7.054,134.003,5.234,1.181,34.563,47.023,43.362,89.622,-0.5149,-0.4433,1.5728
6.823,161.324,4.815,1.196,31.096,43.779,38.53,96.011,-0.1365,-0.4643,0.2706
6.539,128.338,2.368,1.194,22.939,42.146,29.594,101.43,0.1459,-1.0198,-0.8762
6.122,220.681,3.591,1.218,33.403,45.436,36.172,134.98,2.0692,-0.7324,0.3496
6.308,85.761,3.413,1.184,11.834,44.701,30.805,91.526,-0.2708,-1.2105,-0.8518
7.045,107.093,6.574,1.194,10.547,43.499,32.63,94.589,-0.4729,0.0485,-1.1282
6.932,152.872,6.149,1.206,13.294,41.807,33.217,102.616,0.0895,0.0201,-1.07
7.626,161.848,10.513,1.221,29.901,44.819,34.013,115.346,0.4317,1.8138,-0.5743
7.647,159.26,8.448,1.199,26.351,45.137,37.682,90.898,-0.576,1.1515,0.2158
7.35,168.107,9.515,1.224,22.531,43.497,27.973,112.804,0.4686,1.1198,-1.3921
6.219,100.033,1.881,1.172,21.965,42.791,31.044,89.911,-0.337,-1.7877,-0.5931
7.146,125.468,5.646,1.199,23.629,44.428,33.991,91.485,-0.2517,-0.1745,-0.5697
6.895,182.661,7.015,1.217,41.195,46.051,39.032,115.884,0.9064,0.1466,0.4296
6.052,106.455,0.103,1.165,16.506,46.066,37.11,66.142,-0.8749,-2.7893,0.9028
6.908,91.887,5.182,1.179,15.324,44.218,30.37,77.607,-0.9941,-0.5242,-0.7777
5.968,216.136,1.515,1.194,41.241,45.311,40.769,114.922,1.119,-1.4603,0.8669
6.651,197.952,5.705,1.206,26.98,45.063,33.281,109.132,0.8672,-0.4651,-0.0069
6.975,145.501,5.546,1.205,29.101,45.303,34.207,106.906,0.2585,0.057,0.1235
6.445,147.113,2.978,1.188,25.283,42.533,31.989,102.395,0.1578,-1.0678,-0.0827
6.156,103.412,1.034,1.174,22.508,44.978,32.181,93.754,-0.2673,-2.2963,0.5094
7.397,111.671,6.66,1.184,15.714,45.225,32.254,82.838,-1.1184,0.1944,-0.8441
6.755,184.746,5.529,1.203,28.188,44.013,36.789,104.012,0.3721,-0.2284,0.4036
6.195,173.819,2.797,1.211,26.016,43.784,33.238,117.071,1.2616,-1.076,-0.367
6.636,203.174,5.128,1.225,33.21,46.636,37.54,123.065,1.1469,-0.1782,0.5265
6.2,192.401,2.434,1.215,23.48,42.749,29.231,131.987,1.7906,-0.827,-0.9034
6.6,131.353,3.497,1.2,19.52,43.062,33.13,99.04,0.3125,-0.8138,-0.4259
6.532,108.86,3.942,1.194,25.78,44.223,34.949,90.449,-0.2849,-0.7795,0.1483
7.802,107.936,9.138,1.183,21.781,47.869,37.313,74.764,-1.293,1.0909,0.3705
8.035,163.745,14.071,1.227,25.096,44.37,31.875,118.041,0.1856,2.8331,-0.7746
6.501,103.517,2.089,1.174,22.67,43.162,29.844,87.41,-0.2385,-1.3341,0.0852
7.575,177.038,10.923,1.225,40.402,47.818,38.992,107.188,0.1206,1.6859,0.5739
7.555,47.415,6.773,1.173,2.662,42.319,26.2,59.213,-2.0924,-0.057,-0.9932
7.405,141.659,8.227,1.203,34.925,46.573,35.395,92.13,-0.3547,0.7887,0.7322
7.039,117.144,5.402,1.191,23.317,45.5,35.876,89.008,-0.3884,-0.2572,0.5259
7.537,162.111,9.227,1.223,25.9,44.024,32.255,114.57,0.4572,1.6387,-0.8234
6.986,165.803,5.511,1.2,31.065,50.088,44.62,91.641,-0.3928,-0.5001,2.033
7.166,123.494,6.65,1.193,32.005,46.14,37.021,94.884,-0.3768,0.3723,0.4672
7.224,69.975,5.694,1.17,12.937,41.925,32.146,61.889,-1.9828,-0.5047,-0.2732
7.515,96.078,7.63,1.183,28.953,46.169,42.232,79.721,-0.9297,0.4429,0.6785
6.894,151.699,4.966,1.203,20.378,46.123,35.475,98.377,0.0495,0.1896,-0.4219
6.734,120.605,4.067,1.197,21.85,44.481,32.551,96.698,-0.1795,-0.7598,-0.4998
7.476,115.922,7.699,1.192,31.953,44.381,36.294,88.382,-0.7407,0.6705,0.0224
7.306,151.333,8.485,1.214,27.671,45.49,35.67,112.112,0.4783,0.6553,0.3099
7.022,189.059,7.258,1.205,38.153,44.124,35.793,118.189,0.5982,0.2504,0.1694
6.816,173.873,4.902,1.193,16.256,45.478,32.615,109.418,0.3862,-0.4316,0.2804
6.932,205.583,6.792,1.216,30.653,44.853,32.896,125.966,1.2124,0.4956,-0.2292
7.429,197.994,8.883,1.222,36.204,46.518,40.138,112.948,0.4487,0.9936,0.8137
7.031,77.389,4.138,1.182,6.963,43.078,30.344,73.919,-1.3006,-0.3772,-1.1521
7.155,82.694,6.912,1.186,11.188,43.032,30.569,80.973,-0.9383,0.1056,-0.7647
7.163,192.171,8.045,1.224,36.139,46.755,33.928,111.534,0.83,0.7925,0.229
6.467,133.27,2.8,1.192,12.113,41.957,32.814,94.876,-0.1496,-1.2411,-0.5248
7.727,77.993,8.229,1.176,22.033,45.536,37.125,73.376,-1.6505,0.5348,0.3654
7.163,57.775,6.693,1.177,3.16,42.135,31.179,73.426,-1.6988,-0.3139,-1.3968
7.279,70.382,6.638,1.184,7.705,41.981,29.441,73.921,-1.448,0.0528,-0.737
6.951,122.158,4.95,1.192,19.212,43.187,34.925,95.277,-0.3451,-0.1314,-0.4962
6.48,106.671,2.696,1.186,17.924,42.955,30.23,93.593,-0.1306,-1.3297,-0.6535
6.701,192.453,4.523,1.202,33.224,44.616,38.488,115.47,1.0393,-0.6534,0.2373
6.789,165.509,4.659,1.205,37.553,45.181,38.121,105.745,0.413,-0.5395,0.293
7.224,146.44,6.441,1.193,27.033,45.09,40.761,85.293,-0.5089,0.1855,1.0672
7.011,196.83,6.792,1.224,24.853,45.504,30.604,122.773,1.014,0.7866,-0.8304
6.572,117.989,2.018,1.174,26.387,45.692,36.983,81.639,-0.662,-1.5588,0.6502
7.524,97.558,7.119,1.178,27.101,47.891,42.473,74.409,-1.374,0.0661,1.404
7.922,133.874,10.154,1.214,25.687,43.814,33.545,101.251,-0.1472,1.5451,-0.4215
