ct_norm_s1,ct_norm_s2,ct_norm_s3,ct_norm_s4,ct_norm_s5,ct_norm_s6,wip_norm,speed_norm,failure_prob,micro_stops_norm,operator_efficiency,action,reward,throughput_uph,episode,step
0.69,0.7,0.75,0.65,0.83,0.69,0.08,0.9,0.0,0.13,1.0,2,98.98,97.49,2,77
0.72,0.75,0.78,0.69,0.84,0.72,0.1,0.88,0.0,0.2,1.0,1,98.04,101.52,2,78
0.7,0.73,0.78,0.67,0.83,0.68,0.12,0.9,0.03,0.27,1.0,4,104.2,102.86,2,79
0.39,0.47,0.36,0.45,0.36,0.51,0.35,0.75,0.06,0.2,0.81,4,71.14,86.89,3,0
0.4,0.48,0.34,0.45,0.36,0.51,0.28,0.76,0.06,0.27,0.81,0,78.14,92.73,3,1
0.39,0.46,0.32,0.43,0.36,0.51,0.28,0.76,0.06,0.27,0.85,2,69.18,87.18,3,2
0.41,0.47,0.37,0.48,0.41,0.53,0.25,0.74,0.04,0.33,0.85,0,73.73,91.02,3,3
0.39,0.48,0.39,0.49,0.42,0.54,0.25,0.74,0.05,0.33,0.9,0,73.81,92.38,3,4
0.38,0.46,0.38,0.48,0.42,0.55,0.28,0.74,0.05,0.33,0.91,5,74.39,92.9,3,5
0.36,0.45,0.37,0.47,0.42,0.55,0.28,0.74,0.06,0.33,0.91,3,82.54,91.47,3,6
0.39,0.45,0.39,0.48,0.45,0.58,0.25,0.74,0.02,0.2,0.91,1,88.73,96.72,3,7
0.36,0.41,0.36,0.46,0.44,0.57,0.25,0.76,0.03,0.2,0.91,0,94.1,96.57,3,8
0.37,0.42,0.37,0.46,0.42,0.58,0.22,0.76,0.03,0.13,0.91,5,93.36,97.14,3,9
0.36,0.43,0.35,0.46,0.4,0.58,0.25,0.76,0.02,0.13,0.91,3,95.92,95.78,3,10
0.39,0.44,0.37,0.48,0.42,0.59,0.25,0.76,0.0,0.07,0.91,0,99.16,99.71,3,11
0.38,0.43,0.35,0.5,0.41,0.6,0.28,0.76,0.0,0.07,0.94,1,101.98,105.57,3,12
0.35,0.38,0.32,0.46,0.4,0.57,0.28,0.79,0.02,0.13,0.94,2,88.38,98.69,3,13
0.41,0.41,0.37,0.51,0.44,0.6,0.3,0.76,0.01,0.2,0.94,5,88.87,99.1,3,14
0.4,0.41,0.36,0.51,0.43,0.61,0.3,0.76,0.0,0.2,0.94,0,88.25,99.81,3,15
0.39,0.4,0.35,0.49,0.43,0.59,0.32,0.76,0.0,0.2,0.94,5,86.65,99.76,3,16
0.38,0.4,0.37,0.5,0.43,0.59,0.35,0.76,0.01,0.2,0.94,1,92.37,104.71,3,17
0.37,0.37,0.36,0.47,0.4,0.58,0.35,0.79,0.03,0.2,0.94,3,101.07,102.99,3,18
0.38,0.4,0.39,0.49,0.42,0.59,0.38,0.79,0.0,0.0,0.94,3,96.81,101.5,3,19
0.42,0.39,0.4,0.52,0.43,0.61,0.35,0.79,0.0,0.07,0.94,5,98.0,101.3,3,20
0.41,0.39,0.39,0.54,0.44,0.63,0.32,0.79,0.01,0.07,0.94,5,95.93,100.77,3,21
0.41,0.4,0.4,0.54,0.43,0.65,0.35,0.79,0.0,0.07,0.94,1,101.45,105.47,3,22
0.41,0.39,0.37,0.52,0.42,0.62,0.35,0.81,0.01,0.07,0.94,2,93.27,99.85,3,23
0.41,0.44,0.38,0.54,0.46,0.67,0.38,0.79,0.01,0.07,0.94,0,97.23,103.13,3,24
0.41,0.42,0.39,0.56,0.47,0.69,0.38,0.79,0.0,0.07,0.98,1,100.08,107.83,3,25
0.39,0.41,0.35,0.56,0.45,0.68,0.35,0.81,0.03,0.13,0.98,2,87.66,101.98,3,26
0.41,0.45,0.38,0.59,0.49,0.71,0.38,0.79,0.02,0.2,0.98,1,89.2,106.72,3,27
0.41,0.43,0.37,0.56,0.46,0.68,0.38,0.81,0.04,0.27,0.98,0,91.52,108.67,3,28
0.41,0.43,0.37,0.57,0.45,0.69,0.38,0.81,0.04,0.27,1.0,3,101.03,107.59,3,29
0.43,0.43,0.39,0.58,0.48,0.69,0.4,0.81,0.01,0.07,1.0,0,99.13,107.25,3,30
0.42,0.45,0.41,0.57,0.5,0.69,0.42,0.81,0.01,0.07,1.0,3,99.59,106.33,3,31
0.43,0.45,0.42,0.58,0.5,0.72,0.4,0.81,0.0,0.07,1.0,4,104.06,107.55,3,32
0.43,0.45,0.41,0.58,0.51,0.7,0.35,0.82,0.0,0.07,1.0,1,107.39,112.49,3,33
0.43,0.43,0.41,0.55,0.49,0.68,0.32,0.84,0.01,0.13,1.0,2,97.98,106.65,3,34
0.46,0.47,0.43,0.58,0.51,0.71,0.3,0.82,0.0,0.2,1.0,0,101.35,106.13,3,35
0.45,0.49,0.42,0.59,0.53,0.73,0.3,0.82,0.0,0.13,1.0,1,102.14,111.54,3,36
0.45,0.45,0.39,0.58,0.48,0.69,0.32,0.84,0.02,0.2,1.0,5,97.39,110.98,3,37
0.44,0.46,0.41,0.6,0.49,0.69,0.32,0.84,0.03,0.27,1.0,5,97.92,111.4,3,38
0.45,0.46,0.41,0.58,0.47,0.68,0.32,0.84,0.03,0.27,1.0,0,103.61,111.54,3,39
0.44,0.45,0.4,0.6,0.48,0.67,0.3,0.84,0.02,0.2,1.0,1,108.04,117.44,3,40
0.42,0.41,0.41,0.57,0.43,0.64,0.28,0.87,0.04,0.27,1.0,3,116.19,115.18,3,41
0.44,0.43,0.43,0.59,0.45,0.68,0.3,0.87,0.0,0.07,1.0,2,103.58,107.99,3,42
0.5,0.49,0.47,0.65,0.49,0.71,0.3,0.84,0.0,0.13,1.0,3,104.58,106.74,3,43
0.51,0.5,0.48,0.67,0.49,0.74,0.32,0.84,0.0,0.07,1.0,3,105.78,105.65,3,44
0.55,0.52,0.5,0.66,0.51,0.74,0.35,0.84,0.0,0.0,1.0,1,108.84,110.48,3,45
0.52,0.51,0.5,0.64,0.46,0.73,0.32,0.87,0.02,0.07,1.0,5,103.35,110.47,3,46
0.54,0.5,0.52,0.64,0.44,0.71,0.35,0.87,0.02,0.13,1.0,5,105.09,110.61,3,47
0.52,0.49,0.52,0.64,0.46,0.72,0.32,0.87,0.01,0.13,1.0,0,110.83,110.75,3,48
0.54,0.48,0.51,0.63,0.44,0.74,0.3,0.87,0.01,0.07,1.0,2,105.29,104.83,3,49
0.57,0.5,0.58,0.68,0.45,0.77,0.28,0.84,0.0,0.07,1.0,2,96.95,99.12,3,50
0.62,0.56,0.6,0.69,0.48,0.81,0.3,0.82,0.0,0.07,1.0,1,99.0,103.1,3,51
0.58,0.54,0.61,0.69,0.46,0.79,0.28,0.84,0.02,0.13,1.0,1,100.41,107.86,3,52
0.54,0.51,0.59,0.67,0.45,0.79,0.28,0.87,0.05,0.2,1.0,2,95.02,102.01,3,53
0.57,0.55,0.65,0.71,0.48,0.81,0.25,0.84,0.04,0.2,1.0,0,101.12,102.52,3,54
0.57,0.54,0.63,0.7,0.47,0.81,0.22,0.84,0.04,0.13,1.0,3,105.95,101.73,3,55
0.59,0.54,0.67,0.72,0.47,0.81,0.2,0.84,0.01,0.07,1.0,2,102.29,97.36,3,56
0.6,0.56,0.69,0.73,0.5,0.84,0.18,0.82,0.0,0.07,1.0,4,103.61,98.43,3,57
0.62,0.58,0.68,0.72,0.48,0.84,0.18,0.83,0.0,0.07,1.0,3,106.38,97.4,3,58
0.64,0.61,0.68,0.74,0.51,0.83,0.18,0.83,0.0,0.0,1.0,3,100.88,96.15,3,59
0.65,0.62,0.67,0.76,0.54,0.87,0.18,0.83,0.0,0.07,1.0,1,100.82,100.79,3,60
0.61,0.6,0.66,0.75,0.5,0.84,0.2,0.85,0.01,0.13,1.0,2,90.97,95.81,3,61
0.65,0.63,0.69,0.79,0.54,0.85,0.2,0.83,0.0,0.2,1.0,5,92.62,96.0,3,62
0.66,0.63,0.67,0.79,0.55,0.84,0.18,0.83,0.01,0.2,1.0,1,97.15,100.02,3,63
0.67,0.59,0.65,0.78,0.54,0.8,0.18,0.85,0.04,0.2,1.0,0,98.45,99.93,3,64
0.68,0.6,0.64,0.78,0.54,0.79,0.15,0.85,0.05,0.2,1.0,0,100.12,100.0,3,65
0.69,0.59,0.66,0.78,0.53,0.79,0.12,0.85,0.04,0.2,1.0,2,92.97,95.22,3,66
0.73,0.62,0.69,0.8,0.54,0.82,0.15,0.83,0.03,0.2,1.0,1,99.06,99.26,3,67
0.7,0.6,0.67,0.79,0.54,0.8,0.12,0.85,0.06,0.2,1.0,5,97.44,99.13,3,68
0.7,0.6,0.66,0.8,0.56,0.8,0.15,0.85,0.05,0.2,1.0,3,110.27,98.27,3,69
0.7,0.6,0.65,0.84,0.59,0.8,0.12,0.85,0.01,0.0,1.0,0,110.15,98.2,3,70
0.69,0.58,0.67,0.84,0.6,0.82,0.12,0.85,0.02,0.0,1.0,3,103.12,96.77,3,71
0.68,0.61,0.7,0.87,0.63,0.84,0.15,0.85,0.0,0.07,1.0,0,102.9,96.59,3,72
0.7,0.6,0.69,0.88,0.63,0.84,0.15,0.85,0.0,0.07,1.0,4,105.72,97.27,3,73
0.72,0.58,0.71,0.88,0.64,0.84,0.05,0.86,0.0,0.13,1.0,3,107.3,96.5,3,74
0.71,0.6,0.72,0.89,0.66,0.86,0.08,0.86,0.0,0.07,1.0,0,112.73,96.44,3,75
0.72,0.62,0.73,0.88,0.65,0.86,0.05,0.86,0.0,0.0,1.0,1,117.55,100.58,3,76
0.68,0.61,0.7,0.87,0.63,0.84,0.05,0.89,0.01,0.0,1.0,1,118.3,104.67,3,77
0.67,0.57,0.66,0.85,0.64,0.83,0.05,0.91,0.03,0.07,1.0,2,109.4,99.18,3,78
0.7,0.62,0.71,0.88,0.66,0.89,0.02,0.89,0.01,0.13,1.0,0,113.51,99.28,3,79
0.49,0.59,0.42,0.49,0.39,0.47,0.35,0.82,0.09,0.27,0.95,0,90.4,108.19,4,0
0.48,0.6,0.43,0.47,0.4,0.46,0.38,0.82,0.09,0.27,0.97,0,93.54,112.02,4,1
0.48,0.59,0.42,0.46,0.41,0.47,0.4,0.82,0.09,0.27,1.0,0,96.04,112.93,4,2
0.46,0.6,0.4,0.45,0.4,0.46,0.38,0.82,0.1,0.27,1.0,5,94.2,112.57,4,3
0.47,0.6,0.4,0.45,0.41,0.45,0.4,0.82,0.09,0.27,1.0,5,91.17,112.11,4,4
0.48,0.61,0.42,0.44,0.43,0.44,0.38,0.82,0.09,0.33,1.0,5,88.01,111.54,4,5
0.47,0.62,0.41,0.45,0.45,0.46,0.35,0.82,0.08,0.4,1.0,0,92.84,112.18,4,6
0.47,0.62,0.4,0.45,0.44,0.45,0.35,0.82,0.08,0.33,1.0,5,89.67,111.61,4,7
0.48,0.62,0.4,0.46,0.46,0.43,0.32,0.82,0.08,0.4,1.0,0,87.89,111.44,4,8
0.46,0.63,0.41,0.46,0.47,0.44,0.35,0.82,0.08,0.4,1.0,5,81.52,110.7,4,9
0.48,0.63,0.42,0.48,0.48,0.43,0.38,0.82,0.08,0.47,1.0,5,79.16,110.75,4,10
0.49,0.65,0.42,0.46,0.47,0.43,0.35,0.82,0.07,0.53,1.0,1,79.93,116.22,4,11
0.47,0.61,0.39,0.45,0.44,0.42,0.38,0.85,0.1,0.6,1.0,4,82.33,117.85,4,12
0.48,0.6,0.38,0.45,0.43,0.41,0.3,0.86,0.11,0.67,1.0,0,82.3,117.78,4,13
0.48,0.62,0.37,0.47,0.42,0.39,0.3,0.86,0.1,0.67,1.0,5,80.98,117.88,4,14
0.49,0.63,0.35,0.45,0.42,0.39,0.32,0.86,0.1,0.67,1.0,3,86.22,116.63,4,15
0.5,0.64,0.37,0.48,0.43,0.4,0.35,0.86,0.07,0.53,1.0,5,80.2,116.22,4,16
0.52,0.64,0.36,0.49,0.45,0.39,0.38,0.86,0.08,0.6,1.0,5,75.04,116.5,4,17
0.53,0.63,0.34,0.48,0.45,0.4,0.4,0.86,0.08,0.67,1.0,2,67.59,110.22,4,18
0.56,0.66,0.38,0.49,0.48,0.46,0.4,0.83,0.07,0.67,1.0,5,69.46,110.6,4,19
0.55,0.66,0.38,0.48,0.47,0.46,0.38,0.83,0.08,0.67,1.0,5,64.87,111.31,4,20
0.54,0.64,0.36,0.48,0.47,0.46,0.4,0.83,0.07,0.73,1.0,2,54.42,105.78,4,21
0.58,0.7,0.38,0.51,0.48,0.46,0.4,0.81,0.05,0.8,1.0,4,60.14,106.78,4,22
0.57,0.7,0.37,0.53,0.48,0.47,0.32,0.82,0.05,0.8,1.0,3,65.35,105.38,4,23
0.56,0.73,0.39,0.55,0.49,0.5,0.35,0.82,0.01,0.67,1.0,3,74.15,103.87,4,24
0.57,0.75,0.38,0.56,0.53,0.54,0.38,0.82,0.0,0.47,1.0,3,80.37,102.39,4,25
0.59,0.75,0.41,0.61,0.53,0.58,0.38,0.82,0.0,0.33,1.0,0,81.73,102.3,4,26
0.6,0.75,0.43,0.59,0.51,0.59,0.35,0.82,0.0,0.33,1.0,4,83.53,103.36,4,27
0.6,0.75,0.43,0.6,0.5,0.58,0.28,0.82,0.0,0.4,1.0,4,85.84,104.07,4,28
0.59,0.77,0.42,0.62,0.51,0.58,0.25,0.83,0.0,0.4,1.0,0,85.73,104.05,4,29
0.59,0.75,0.44,0.62,0.52,0.58,0.25,0.83,0.01,0.4,1.0,1,86.01,108.97,4,30
0.58,0.72,0.41,0.61,0.5,0.55,0.28,0.86,0.03,0.47,1.0,3,95.09,107.58,4,31
0.6,0.72,0.43,0.63,0.52,0.57,0.3,0.86,0.0,0.27,1.0,4,97.83,109.48,4,32
0.58,0.72,0.42,0.62,0.5,0.56,0.22,0.87,0.0,0.33,1.0,3,110.49,108.74,4,33
0.59,0.72,0.42,0.63,0.53,0.57,0.2,0.87,0.0,0.13,1.0,3,115.54,107.54,4,34
0.61,0.72,0.43,0.64,0.56,0.58,0.22,0.87,0.0,0.0,1.0,2,108.03,101.28,4,35
0.67,0.76,0.48,0.68,0.58,0.64,0.22,0.84,0.0,0.0,1.0,4,111.28,102.78,4,36
0.66,0.77,0.47,0.67,0.57,0.62,0.2,0.85,0.01,0.0,1.0,4,114.83,103.23,4,37
0.68,0.79,0.47,0.67,0.58,0.62,0.15,0.86,0.0,0.0,1.0,1,117.38,107.66,4,38
0.68,0.76,0.45,0.65,0.57,0.59,0.12,0.88,0.03,0.07,1.0,3,114.92,106.69,4,39
0.69,0.76,0.45,0.66,0.6,0.61,0.15,0.88,0.01,0.07,1.0,3,112.34,105.7,4,40
0.73,0.78,0.45,0.67,0.59,0.63,0.18,0.88,0.0,0.07,1.0,5,111.11,105.99,4,41
0.72,0.8,0.43,0.66,0.59,0.63,0.2,0.88,0.01,0.07,1.0,4,111.69,107.31,4,42
0.73,0.79,0.42,0.65,0.58,0.62,0.15,0.89,0.01,0.13,1.0,1,113.06,111.98,4,43
0.71,0.77,0.42,0.63,0.57,0.59,0.15,0.92,0.03,0.2,1.0,0,111.66,112.09,4,44
0.7,0.78,0.4,0.65,0.58,0.57,0.18,0.92,0.04,0.2,1.0,0,111.86,112.27,4,45
0.7,0.78,0.39,0.63,0.6,0.55,0.18,0.92,0.04,0.2,1.0,5,109.67,112.58,4,46
0.7,0.78,0.37,0.64,0.58,0.56,0.15,0.92,0.04,0.27,1.0,4,111.44,113.64,4,47
0.71,0.79,0.37,0.64,0.58,0.55,0.08,0.92,0.04,0.33,1.0,3,123.61,112.35,4,48
0.74,0.8,0.39,0.65,0.57,0.58,0.05,0.92,0.02,0.13,1.0,0,129.69,112.78,4,49
0.75,0.79,0.39,0.64,0.56,0.56,0.02,0.92,0.01,0.07,1.0,0,131.97,112.66,4,50
0.76,0.79,0.39,0.63,0.58,0.56,0.05,0.92,0.02,0.0,1.0,1,139.06,117.52,4,51
0.75,0.75,0.39,0.62,0.54,0.53,0.02,0.95,0.05,0.0,1.0,0,140.61,117.56,4,52
0.73,0.75,0.38,0.64,0.52,0.54,0.0,0.95,0.05,0.0,1.0,1,146.79,122.87,4,53
0.71,0.71,0.36,0.62,0.52,0.51,0.0,0.97,0.07,0.0,1.0,4,147.23,123.3,4,54
0.71,0.73,0.35,0.63,0.52,0.52,0.0,0.98,0.07,0.0,1.0,2,136.26,117.3,4,55
0.77,0.76,0.39,0.66,0.54,0.54,0.0,0.96,0.05,0.07,1.0,1,137.55,121.85,4,56
0.76,0.74,0.39,0.61,0.54,0.52,0.0,0.98,0.07,0.13,1.0,1,143.28,126.78,4,57
0.73,0.71,0.35,0.56,0.51,0.51,0.0,1.0,0.09,0.13,1.0,5,141.35,126.34,4,58
0.73,0.72,0.36,0.58,0.5,0.51,0.02,1.0,0.08,0.13,1.0,4,138.65,126.17,4,59
0.75,0.72,0.36,0.57,0.52,0.5,0.0,1.0,0.08,0.2,1.0,1,141.67,128.82,4,60
0.7,0.72,0.34,0.52,0.48,0.49,0.0,1.0,0.09,0.2,1.0,1,144.09,131.05,4,61
0.68,0.68,0.31,0.5,0.44,0.48,0.0,1.0,0.12,0.2,1.0,5,138.45,130.91,4,62
0.67,0.7,0.31,0.52,0.44,0.47,0.02,1.0,0.11,0.27,1.0,1,135.3,133.09,4,63
0.63,0.66,0.28,0.52,0.43,0.47,0.05,1.0,0.14,0.33,1.0,3,148.07,132.18,4,64
0.63,0.69,0.29,0.51,0.42,0.49,0.02,1.0,0.11,0.13,1.0,4,145.62,132.19,4,65
0.63,0.71,0.28,0.51,0.42,0.49,0.0,1.0,0.1,0.2,1.0,5,141.61,132.17,4,66
0.62,0.71,0.29,0.51,0.41,0.51,0.0,1.0,0.1,0.27,1.0,4,142.07,132.52,4,67
0.6,0.71,0.31,0.51,0.39,0.52,0.0,1.0,0.1,0.27,1.0,2,130.47,126.05,4,68
0.62,0.75,0.35,0.54,0.44,0.52,0.0,0.98,0.08,0.33,1.0,5,128.96,125.95,4,69
0.62,0.73,0.36,0.55,0.44,0.52,0.02,0.98,0.07,0.33,1.0,5,123.29,125.88,4,70
0.61,0.73,0.36,0.55,0.44,0.54,0.05,0.98,0.08,0.4,1.0,2,114.35,119.47,4,71
0.64,0.73,0.41,0.61,0.46,0.59,0.08,0.95,0.05,0.4,1.0,4,118.16,120.2,4,72
0.66,0.75,0.42,0.59,0.45,0.6,0.02,0.96,0.06,0.4,1.0,4,115.66,121.45,4,73
0.64,0.76,0.41,0.58,0.47,0.6,0.02,0.97,0.06,0.47,1.0,1,117.52,126.43,4,74
0.62,0.74,0.4,0.57,0.45,0.56,0.02,0.99,0.07,0.53,1.0,3,127.31,125.63,4,75
0.62,0.75,0.41,0.57,0.45,0.58,0.05,0.99,0.05,0.33,1.0,5,127.18,125.52,4,76
0.62,0.73,0.43,0.59,0.44,0.58,0.05,0.99,0.04,0.33,1.0,3,133.43,123.88,4,77
0.64,0.74,0.43,0.62,0.45,0.62,0.05,0.99,0.02,0.2,1.0,4,134.62,124.79,4,78
0.64,0.75,0.43,0.62,0.47,0.6,0.05,1.0,0.01,0.2,1.0,3,139.26,123.13,4,79
0.4,0.33,0.47,0.42,0.42,0.55,0.22,0.73,0.12,0.07,0.95,1,99.82,102.26,5,0
0.37,0.33,0.45,0.41,0.39,0.52,0.22,0.76,0.14,0.13,0.95,2,92.34,95.96,5,1
0.41,0.36,0.48,0.44,0.44,0.55,0.22,0.73,0.13,0.13,0.95,4,91.41,96.02,5,2
0.42,0.38,0.5,0.46,0.45,0.56,0.18,0.74,0.13,0.2,0.95,3,99.5,94.53,5,3
0.45,0.41,0.49,0.48,0.48,0.58,0.15,0.74,0.09,0.07,0.95,1,104.04,99.7,5,4
0.42,0.37,0.47,0.48,0.45,0.56,0.18,0.76,0.11,0.07,0.95,2,99.85,94.87,5,5
0.43,0.38,0.49,0.49,0.49,0.59,0.15,0.74,0.1,0.07,0.95,0,110.92,99.56,5,6
0.41,0.39,0.5,0.5,0.49,0.58,0.12,0.74,0.1,0.0,1.0,3,104.31,98.33,5,7
0.44,0.42,0.53,0.51,0.49,0.58,0.15,0.74,0.07,0.07,1.0,1,106.59,102.47,5,8
0.42,0.42,0.52,0.51,0.48,0.56,0.12,0.76,0.09,0.13,1.0,3,110.58,101.03,5,9
0.45,0.43,0.54,0.53,0.49,0.59,0.1,0.76,0.07,0.07,1.0,1,114.5,105.76,5,10
0.42,0.4,0.55,0.51,0.47,0.57,0.12,0.79,0.09,0.07,1.0,1,117.06,111.41,5,11
0.39,0.36,0.51,0.48,0.46,0.56,0.12,0.81,0.11,0.13,1.0,4,117.28,112.48,5,12
0.4,0.35,0.5,0.48,0.47,0.57,0.08,0.82,0.12,0.2,1.0,0,121.52,112.65,5,13
0.39,0.37,0.48,0.48,0.47,0.58,0.08,0.82,0.12,0.13,1.0,5,117.82,112.87,5,14
0.38,0.38,0.47,0.47,0.48,0.59,0.08,0.82,0.11,0.2,1.0,3,127.99,111.16,5,15
0.4,0.41,0.47,0.5,0.5,0.59,0.08,0.82,0.09,0.0,1.0,5,126.2,110.96,5,16
0.4,0.42,0.48,0.5,0.49,0.6,0.1,0.82,0.1,0.0,1.0,5,127.92,111.07,5,17
0.39,0.42,0.48,0.52,0.47,0.61,0.08,0.82,0.09,0.0,1.0,2,118.24,104.96,5,18
0.42,0.46,0.52,0.56,0.48,0.64,0.05,0.8,0.07,0.07,1.0,3,120.84,103.6,5,19
0.44,0.48,0.54,0.56,0.48,0.68,0.05,0.8,0.05,0.0,1.0,1,124.92,108.42,5,20
0.42,0.44,0.54,0.54,0.48,0.66,0.08,0.82,0.07,0.0,1.0,2,119.53,102.53,5,21
0.44,0.49,0.58,0.54,0.53,0.7,0.05,0.8,0.05,0.0,1.0,0,114.16,102.69,5,22
0.45,0.48,0.56,0.53,0.54,0.7,0.08,0.8,0.06,0.07,1.0,4,116.38,103.24,5,23
0.47,0.47,0.57,0.52,0.55,0.71,0.05,0.81,0.05,0.07,1.0,2,108.44,97.8,5,24
0.52,0.5,0.62,0.54,0.58,0.72,0.08,0.78,0.04,0.07,1.0,0,109.5,97.42,5,25
0.52,0.51,0.63,0.54,0.59,0.73,0.05,0.78,0.04,0.07,1.0,5,103.77,97.18,5,26
0.52,0.51,0.62,0.55,0.6,0.74,0.08,0.78,0.03,0.13,1.0,2,96.88,92.48,5,27
0.53,0.52,0.65,0.6,0.63,0.76,0.1,0.76,0.01,0.13,1.0,5,95.65,92.76,5,28
0.52,0.54,0.65,0.58,0.61,0.76,0.12,0.76,0.02,0.13,1.0,1,98.58,97.39,5,29
0.48,0.51,0.64,0.57,0.6,0.72,0.1,0.78,0.03,0.2,1.0,2,87.09,91.02,5,30
0.54,0.57,0.7,0.6,0.65,0.76,0.1,0.76,0.01,0.27,1.0,5,88.9,91.32,5,31
0.53,0.58,0.68,0.6,0.64,0.75,0.08,0.76,0.02,0.27,1.0,1,92.68,95.86,5,32
0.5,0.54,0.64,0.58,0.65,0.74,0.1,0.78,0.04,0.27,1.0,3,99.33,94.47,5,33
0.5,0.56,0.68,0.57,0.68,0.78,0.1,0.78,0.0,0.13,1.0,2,94.86,89.47,5,34
0.55,0.57,0.72,0.6,0.69,0.83,0.08,0.76,0.0,0.13,1.0,1,98.67,94.08,5,35
0.52,0.54,0.69,0.59,0.69,0.79,0.1,0.78,0.02,0.13,1.0,3,106.72,92.68,5,36
0.54,0.57,0.71,0.61,0.69,0.83,0.08,0.78,0.0,0.0,1.0,0,104.63,93.02,5,37
0.53,0.58,0.69,0.6,0.69,0.82,0.05,0.78,0.0,0.07,1.0,5,106.43,93.34,5,38
0.53,0.58,0.7,0.59,0.67,0.81,0.02,0.78,0.01,0.07,1.0,1,107.49,97.8,5,39
0.52,0.56,0.7,0.55,0.64,0.79,0.02,0.81,0.04,0.13,1.0,2,97.0,92.27,5,40
0.53,0.6,0.76,0.59,0.66,0.85,0.02,0.78,0.02,0.2,1.0,0,100.7,91.95,5,41
0.53,0.58,0.76,0.6,0.67,0.86,0.02,0.78,0.01,0.13,1.0,3,107.54,90.86,5,42
0.56,0.6,0.79,0.6,0.71,0.87,0.02,0.78,0.0,0.0,1.0,1,112.11,94.85,5,43
0.53,0.59,0.78,0.58,0.7,0.84,0.02,0.81,0.02,0.0,1.0,2,102.26,89.88,5,44
0.57,0.63,0.8,0.63,0.72,0.86,0.02,0.78,0.01,0.07,1.0,5,102.42,89.93,5,45
0.56,0.64,0.8,0.61,0.73,0.88,0.02,0.78,0.0,0.07,1.0,5,96.5,89.61,5,46
0.57,0.64,0.79,0.61,0.75,0.89,0.05,0.78,0.0,0.13,1.0,3,98.04,88.79,5,47
0.56,0.64,0.82,0.62,0.78,0.9,0.08,0.78,0.0,0.07,1.0,1,98.5,92.71,5,48
0.55,0.61,0.8,0.61,0.77,0.88,0.08,0.81,0.02,0.13,1.0,2,87.7,88.22,5,49
0.57,0.65,0.84,0.64,0.78,0.91,0.1,0.78,0.02,0.2,1.0,0,91.21,87.88,5,50
0.57,0.66,0.83,0.66,0.79,0.91,0.1,0.78,0.03,0.13,1.0,3,99.8,86.92,5,51
0.58,0.71,0.86,0.67,0.79,0.93,0.08,0.78,0.0,0.0,1.0,1,102.23,91.15,5,52
0.55,0.69,0.83,0.63,0.8,0.88,0.05,0.81,0.02,0.07,1.0,1,101.17,94.99,5,53
0.53,0.68,0.83,0.6,0.76,0.88,0.08,0.83,0.03,0.13,1.0,2,92.76,89.91,5,54
0.55,0.71,0.87,0.64,0.79,0.94,0.05,0.81,0.01,0.2,1.0,3,101.72,89.35,5,55
0.56,0.71,0.89,0.64,0.8,0.95,0.02,0.81,0.0,0.07,1.0,2,90.3,84.41,5,56
0.59,0.75,0.93,0.7,0.84,0.99,0.05,0.78,0.0,0.13,1.0,3,91.89,83.66,5,57
0.6,0.77,0.95,0.73,0.84,0.99,0.08,0.78,0.0,0.07,1.0,4,88.84,84.45,5,58
0.61,0.76,0.96,0.73,0.85,0.99,0.08,0.79,0.0,0.13,1.0,5,84.55,84.26,5,59
0.63,0.74,0.98,0.74,0.83,0.99,0.08,0.79,0.01,0.2,1.0,4,81.47,85.01,5,60
0.63,0.73,0.98,0.75,0.85,1.0,0.08,0.8,0.0,0.27,1.0,3,94.43,84.53,5,61
0.65,0.73,0.98,0.76,0.88,1.0,0.05,0.8,0.0,0.07,1.0,5,90.26,84.38,5,62
0.64,0.73,0.99,0.75,0.89,1.0,0.05,0.8,0.0,0.13,1.0,2,84.42,80.76,5,63
0.67,0.74,1.0,0.77,0.94,1.0,0.08,0.77,0.0,0.13,1.0,0,82.84,80.73,5,64
0.66,0.75,0.99,0.78,0.95,1.0,0.1,0.77,0.0,0.13,1.0,4,83.04,81.75,5,65
0.65,0.76,1.0,0.78,0.93,1.0,0.05,0.78,0.01,0.2,1.0,0,82.66,81.44,5,66
0.66,0.78,1.0,0.79,0.93,0.99,0.05,0.78,0.01,0.2,1.0,3,92.52,80.85,5,67
0.67,0.8,1.0,0.81,0.96,0.99,0.08,0.78,0.0,0.0,1.0,4,93.58,81.39,5,68
0.67,0.81,1.0,0.82,0.97,1.0,0.0,0.79,0.01,0.07,1.0,3,96.9,80.75,5,69
0.69,0.83,1.0,0.84,0.98,1.0,0.0,0.79,0.0,0.0,1.0,5,96.96,80.8,5,70
0.69,0.81,0.99,0.86,0.99,1.0,0.0,0.79,0.0,0.0,1.0,5,93.04,80.87,5,71
0.69,0.82,0.98,0.87,0.98,0.98,0.0,0.79,0.0,0.07,1.0,0,96.81,80.67,5,72
0.7,0.84,1.0,0.86,0.97,0.99,0.0,0.79,0.0,0.0,1.0,0,97.16,80.97,5,73
0.69,0.84,0.98,0.86,0.96,0.99,0.0,0.79,0.0,0.0,1.0,0,97.1,80.92,5,74
0.69,0.85,0.96,0.85,0.97,0.99,0.0,0.79,0.0,0.0,1.0,0,91.92,81.19,5,75
